"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","10/05/2015","10:25 AM","radc","b1","female","aehplus",NA,NA,"gait","grip",TRUE,951,5,NA,41,-7792.961,15667.921,15867.079,15736.865,15671.7097788779,"b1_female_aehplus_gait_grip.out",NA,0.408,0.069,5.913,0,-0.011,0.007,-1.44,0.15,0.023,0.02,1.142,0.254,0.065,0.024,2.693,0.007,-0.005,0.018,-0.286,0.775,0.02,0.002,11.689,0,0.001,0,3.124,0.002,-0.001,0.001,-1.574,0.115,0.018,0.001,20.085,0,94.656,5.972,15.85,0,0.8,0.338,2.364,0.018,-1.413,1.088,-1.299,0.194,19.873,1.104,17.997,0,0.618,0.019,32.902,0,0.007,0.007,1.07,0.285,43.78,1.253,34.933,0,-0.4,0.315,-1.269,0.204,0.298,0.049,6.139,0,-0.471,0.306,-1.537,0.124,-0.008,0.03,-0.286,0.775,-0.001,0,-3.139,0.002,NA,NA,NA,NA,-0.019,0.012,-1.544,0.123,NA,NA,NA,NA,-0.002,0.001,-2.661,0.008,NA,NA,NA,NA,-0.076,0.033,-2.307,0.021,NA,NA,NA,NA,-0.013,0.03,-0.427,0.669,NA,NA,NA,NA,-1.103,1.191,-0.926,0.354,NA,NA,NA,NA,-0.004,0.004,-1.05,0.294,NA,NA,NA,NA,-0.002,0.171,-0.01,0.992,NA,NA,NA,NA,-0.004,0.007,-0.627,0.531,NA,NA,NA,NA,0.082,0.288,0.286,0.775,NA,NA,NA,NA,0.005,0.007,0.751,0.452,NA,NA,NA,NA,-0.303,0.288,-1.052,0.293,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:47 PM","radc","b1","male","a",NA,NA,"fev","gait",TRUE,351,5,NA,23,-1276.231,2598.463,2687.261,2614.296,2601.83914678899,"b1_male_a_fev_gait.out",NA,0.028,0.007,3.923,0,0,0,-0.371,0.711,0.005,0.003,2.071,0.038,-0.001,0.002,-0.436,0.663,-0.001,0.002,-0.384,0.701,0.33,0.031,10.689,0,0.002,0.001,1.396,0.163,-0.008,0.005,-1.604,0.109,0.047,0.006,7.936,0,0.022,0.003,6.866,0,0,0,1.268,0.205,-0.001,0.001,-0.643,0.52,0.023,0.002,11.332,0,2.409,0.057,42.477,0,-0.048,0.012,-3.886,0,0.742,0.019,38.813,0,-0.01,0.007,-1.352,0.176,0.328,0.081,4.04,0,-0.179,0.502,-0.357,0.721,-0.018,0.048,-0.383,0.702,-0.001,0.001,-1.116,0.264,NA,NA,NA,NA,-0.001,0.001,-1.46,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:50 PM","radc","b1","male","a",NA,NA,"fev","grip",TRUE,351,5,NA,23,-4928.275,9902.549,9991.347,9918.383,9905.92514678899,"b1_male_a_fev_grip.out",NA,3.734,0.737,5.064,0,-0.002,0.027,-0.087,0.931,-0.02,0.139,-0.147,0.883,0.048,0.146,0.326,0.744,-0.002,0.06,-0.028,0.978,0.327,0.031,10.703,0,0.002,0.001,1.22,0.222,-0.007,0.005,-1.391,0.164,0.047,0.006,7.902,0,275.15,28.653,9.603,0,3.848,1.553,2.478,0.013,-10.444,4.129,-2.529,0.011,32.795,2.974,11.026,0,2.413,0.057,42.542,0,-0.047,0.012,-3.89,0,80.391,1.824,44.062,0,-1.46,0.402,-3.635,0,0.394,0.06,6.542,0,-0.029,0.335,-0.085,0.932,-0.001,0.048,-0.028,0.978,-0.001,0.001,-1.104,0.27,NA,NA,NA,NA,-0.024,0.036,-0.665,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:53 PM","radc","b1","male","a",NA,NA,"gait","grip",TRUE,351,5,NA,23,-4305.711,8657.421,8746.219,8673.255,8660.79714678899,"b1_male_a_gait_grip.out",NA,0.821,0.207,3.958,0,0.014,0.013,1.065,0.287,-0.022,0.039,-0.577,0.564,0.127,0.072,1.766,0.077,-0.007,0.052,-0.126,0.9,0.022,0.003,6.929,0,0,0,1.317,0.188,0,0.001,-0.457,0.647,0.023,0.002,11.504,0,275.86,28.623,9.638,0,3.793,1.518,2.499,0.012,-10.969,4.204,-2.609,0.009,32.91,2.967,11.093,0,0.738,0.019,38.382,0,-0.015,0.007,-2.082,0.037,80.279,1.826,43.975,0,-1.531,0.408,-3.751,0,0.333,0.082,4.069,0,0.331,0.311,1.063,0.288,-0.008,0.06,-0.126,0.9,-0.001,0.001,-0.948,0.343,NA,NA,NA,NA,-0.02,0.037,-0.555,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:58 PM","radc","b1","male","ae",NA,NA,"fev","grip",TRUE,351,5,NA,30,-5874.932,11809.865,11925.688,11830.517,11815.6775,"b1_male_ae_fev_grip.out",NA,3.365,0.75,4.488,0,-0.002,0.028,-0.068,0.946,-0.039,0.134,-0.296,0.768,0.056,0.144,0.392,0.695,-0.001,0.06,-0.011,0.991,0.307,0.03,10.084,0,0.002,0.001,1.219,0.223,-0.007,0.005,-1.409,0.159,0.047,0.006,7.903,0,268.532,28.097,9.557,0,3.813,1.553,2.455,0.014,-10.516,4.087,-2.573,0.01,32.784,2.975,11.021,0,2.11,0.085,24.739,0,-0.043,0.016,-2.698,0.007,74.894,2.982,25.116,0,-1.693,0.602,-2.814,0.005,0.371,0.065,5.736,0,-0.023,0.339,-0.067,0.947,-0.001,0.048,-0.011,0.991,-0.001,0.001,-1.128,0.259,NA,NA,NA,NA,-0.027,0.037,-0.737,0.461,NA,NA,NA,NA,0,0.002,-0.267,0.79,NA,NA,NA,NA,0.03,0.056,0.539,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 4:56 PM","radc","b1","male","ae",NA,NA,"gait","grip",TRUE,351,5,NA,30,-5249.113,10558.227,10674.051,10578.879,10564.0395,"b1_male_ae_gait_grip.out",NA,0.688,0.192,3.574,0,0.015,0.013,1.123,0.261,-0.027,0.036,-0.75,0.453,0.141,0.071,1.984,0.047,-0.005,0.051,-0.098,0.922,0.02,0.003,6.431,0,0,0,1.319,0.187,0,0.001,-0.215,0.83,0.023,0.002,11.581,0,269.195,28.026,9.605,0,3.753,1.515,2.476,0.013,-10.99,4.168,-2.637,0.008,32.902,2.969,11.081,0,0.624,0.03,20.445,0,-0.005,0.011,-0.509,0.611,74.739,2.985,25.04,0,-1.781,0.604,-2.947,0.003,0.3,0.082,3.639,0,0.347,0.301,1.153,0.249,-0.006,0.06,-0.098,0.922,-0.001,0.001,-0.959,0.338,NA,NA,NA,NA,-0.023,0.037,-0.64,0.522,NA,NA,NA,NA,-0.001,0.001,-1.066,0.286,NA,NA,NA,NA,0.034,0.056,0.61,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 7:46 PM","radc","b1","male","aeh",NA,NA,"fev","gait",TRUE,351,5,NA,27,-1862.843,3779.685,3883.927,3798.273,3784.36611455108,"b1_male_aeh_fev_gait.out",NA,0.028,0.007,3.923,0,0,0,-0.371,0.711,0.005,0.003,2.071,0.038,-0.001,0.002,-0.436,0.663,-0.001,0.002,-0.384,0.701,0.33,0.031,10.689,0,0.002,0.001,1.396,0.163,-0.008,0.005,-1.604,0.109,0.047,0.006,7.936,0,0.022,0.003,6.866,0,0,0,1.268,0.205,-0.001,0.001,-0.643,0.52,0.023,0.002,11.332,0,2.409,0.057,42.477,0,-0.048,0.012,-3.886,0,0.742,0.019,38.813,0,-0.01,0.007,-1.352,0.176,0.328,0.081,4.04,0,-0.179,0.502,-0.357,0.721,-0.018,0.048,-0.383,0.702,-0.001,0.001,-1.116,0.264,NA,NA,NA,NA,-0.001,0.001,-1.46,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 7:43 PM","radc","b1","male","aeh",NA,NA,"fev","grip",TRUE,351,5,NA,38,-5459.902,10995.804,11142.514,11021.964,11005.304,"b1_male_aeh_fev_grip.out",NA,2.657,0.716,3.71,0,0.005,0.028,0.187,0.851,-0.015,0.134,-0.113,0.91,-0.009,0.121,-0.077,0.938,-0.006,0.06,-0.104,0.917,0.294,0.029,10.098,0,0.002,0.001,1.247,0.212,-0.009,0.005,-1.872,0.061,0.047,0.006,7.942,0,232.249,25.305,9.178,0,3.732,1.531,2.437,0.015,-9.019,3.728,-2.419,0.016,32.798,2.983,10.995,0,2.132,0.084,25.436,0,-0.04,0.017,-2.425,0.015,76.17,2.672,28.501,0,-1.776,0.604,-2.939,0.003,0.322,0.071,4.532,0,0.064,0.329,0.194,0.846,-0.005,0.048,-0.104,0.917,-0.001,0.001,-1.125,0.26,NA,NA,NA,NA,-0.034,0.036,-0.962,0.336,NA,NA,NA,NA,-0.001,0.002,-0.672,0.502,NA,NA,NA,NA,0.057,0.06,0.957,0.339,NA,NA,NA,NA,0.147,0.131,1.117,0.264,NA,NA,NA,NA,-3.423,3.546,-0.965,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/14/2015"," 7:44 PM","radc","b1","male","aeh",NA,NA,"gait","grip",TRUE,351,5,NA,32,-4878.556,9821.112,9944.657,9843.142,9827.75350943396,"b1_male_aeh_gait_grip.out",NA,0.688,0.192,3.574,0,0.015,0.013,1.123,0.261,-0.027,0.036,-0.75,0.453,0.141,0.071,1.984,0.047,-0.005,0.051,-0.098,0.922,0.02,0.003,6.431,0,0,0,1.319,0.187,0,0.001,-0.215,0.83,0.023,0.002,11.581,0,269.195,28.026,9.605,0,3.753,1.515,2.476,0.013,-10.99,4.168,-2.637,0.008,32.902,2.969,11.081,0,0.624,0.03,20.445,0,-0.005,0.011,-0.509,0.611,74.739,2.985,25.04,0,-1.781,0.604,-2.947,0.003,0.3,0.082,3.639,0,0.347,0.301,1.153,0.249,-0.006,0.06,-0.098,0.922,-0.001,0.001,-0.959,0.338,NA,NA,NA,NA,-0.023,0.037,-0.64,0.522,NA,NA,NA,NA,-0.001,0.001,-1.066,0.286,NA,NA,NA,NA,0.034,0.056,0.61,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/30/2015"," 7:13 PM","radc","b1","male","aehplus",NA,NA,"fev","gait",TRUE,326,5,NA,41,-31.128,144.257,299.52,169.47,156.38376056338,"b1_male_aehplus_fev_gait.out",NA,0.016,0.006,2.495,0.013,0,0,-0.924,0.355,0.007,0.003,2.669,0.008,0,0.001,-0.025,0.98,0,0.001,-0.168,0.866,0.275,0.027,10.271,0,0.002,0.001,1.223,0.222,-0.007,0.004,-1.529,0.126,0.045,0.006,7.731,0,0.019,0.003,6.243,0,0,0,1.257,0.209,0,0.001,-0.477,0.633,0.023,0.002,11.276,0,2.406,0.112,21.432,0,-0.089,0.024,-3.661,0,0.654,0.036,18.364,0,0.011,0.013,0.872,0.383,0.223,0.087,2.567,0.01,-0.475,0.59,-0.804,0.421,-0.008,0.046,-0.168,0.867,0,0.001,-0.328,0.743,NA,NA,NA,NA,-0.001,0.001,-1.451,0.147,NA,NA,NA,NA,0,0.002,0.229,0.819,NA,NA,NA,NA,-0.002,0.001,-1.712,0.087,NA,NA,NA,NA,0.107,0.127,0.841,0.4,NA,NA,NA,NA,0.012,0.056,0.207,0.836,NA,NA,NA,NA,0.038,0.014,2.713,0.007,NA,NA,NA,NA,-0.006,0.007,-0.796,0.426,NA,NA,NA,NA,-0.02,0.017,-1.159,0.247,NA,NA,NA,NA,-0.018,0.011,-1.534,0.125,NA,NA,NA,NA,0.038,0.018,2.048,0.041,NA,NA,NA,NA,0.009,0.011,0.884,0.377,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/29/2015"," 9:48 AM","radc","b1","male","aehplus",NA,NA,"fev","grip",TRUE,310,5,NA,41,-3567.501,7217.002,7370.202,7240.165,7229.85274626866,"b1_male_aehplus_fev_grip.out",NA,2.234,0.658,3.395,0.001,-0.002,0.028,-0.07,0.944,0.068,0.139,0.492,0.623,0.021,0.111,0.187,0.851,-0.016,0.059,-0.278,0.781,0.272,0.026,10.316,0,0.002,0.001,1.067,0.286,-0.006,0.004,-1.382,0.167,0.045,0.006,7.704,0,218.905,24.477,8.943,0,3.493,1.494,2.339,0.019,-7.382,3.596,-2.053,0.04,32.593,3.06,10.652,0,2.415,0.112,21.482,0,-0.089,0.025,-3.624,0,80.847,3.06,26.418,0,-2.545,0.922,-2.76,0.006,0.29,0.072,4.004,0,-0.027,0.393,-0.069,0.945,-0.013,0.048,-0.278,0.781,0,0.001,-0.244,0.807,NA,NA,NA,NA,-0.037,0.04,-0.929,0.353,NA,NA,NA,NA,0.001,0.002,0.325,0.745,NA,NA,NA,NA,0.101,0.069,1.466,0.143,NA,NA,NA,NA,0.112,0.132,0.85,0.395,NA,NA,NA,NA,-2.95,3.592,-0.821,0.412,NA,NA,NA,NA,0.039,0.014,2.843,0.004,NA,NA,NA,NA,-0.013,0.466,-0.027,0.978,NA,NA,NA,NA,-0.02,0.016,-1.224,0.221,NA,NA,NA,NA,0.822,0.661,1.244,0.214,NA,NA,NA,NA,0.033,0.018,1.8,0.072,NA,NA,NA,NA,1.272,0.521,2.441,0.015,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/29/2015"," 9:43 AM","radc","b1","male","aehplus",NA,NA,"gait","grip",TRUE,326,5,NA,41,-2974.944,6031.888,6187.151,6057.101,6044.01476056338,"b1_male_aehplus_gait_grip.out",NA,0.561,0.176,3.187,0.001,0.014,0.013,1.029,0.304,-0.006,0.036,-0.176,0.86,0.115,0.069,1.666,0.096,0.002,0.051,0.041,0.967,0.019,0.003,6.307,0,0,0,1.211,0.226,0,0.001,-0.294,0.769,0.023,0.002,11.479,0,219.385,24.393,8.994,0,3.514,1.467,2.396,0.017,-7.825,3.633,-2.154,0.031,32.581,3.037,10.729,0,0.65,0.036,18.284,0,0.003,0.013,0.208,0.836,80.575,3.06,26.33,0,-2.583,0.924,-2.796,0.005,0.272,0.085,3.214,0.001,0.345,0.327,1.055,0.292,0.002,0.06,0.041,0.967,-0.001,0.001,-0.925,0.355,NA,NA,NA,NA,-0.036,0.04,-0.894,0.371,NA,NA,NA,NA,-0.002,0.001,-1.588,0.112,NA,NA,NA,NA,0.1,0.067,1.489,0.137,NA,NA,NA,NA,0.057,0.053,1.066,0.287,NA,NA,NA,NA,-2.693,3.574,-0.753,0.451,NA,NA,NA,NA,-0.003,0.007,-0.462,0.644,NA,NA,NA,NA,-0.004,0.475,-0.008,0.994,NA,NA,NA,NA,-0.012,0.011,-1.075,0.282,NA,NA,NA,NA,0.836,0.659,1.27,0.204,NA,NA,NA,NA,-0.001,0.01,-0.138,0.89,NA,NA,NA,NA,1.169,0.509,2.295,0.022,NA,NA,NA,NA,TRUE,NA,TRUE,0
