"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.2","0.1","06/09/2015","10:07 PM","elsa","u0","female","aehplus","pulmonary","nocog","fvc","nocogspec",TRUE,2782,6,NA,14,-4719.091,9466.182,9549.215,9504.732,9466.33378894109,"u0_female_aehplus_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.164,0.01,0,NA,NA,NA,NA,NA,NA,0.235,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.353,0.272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","10:38 AM","elsa","u0","female","age","muscle","nocog","grip","nocogspec",TRUE,6117,6,NA,4,-20194.196,40396.392,40423.267,40410.557,40396.3985445026,"u0_female_age_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.814,0.703,0,NA,NA,NA,NA,NA,NA,10.629,0.366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.802,0.148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:08 AM","elsa","u0","female","age","nophys","fluency","nophysspec","animals",TRUE,6117,5,NA,4,-52153.66,104315.32,104342.195,104329.484,104315.326544503,"u0_female_age_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.064,0.573,0,NA,NA,NA,NA,NA,NA,17.147,0.433,0,NA,NA,NA,NA,NA,NA,15.155,0.116,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:22 PM","elsa","u0","female","age","nophys","memory","nophysspec","delayedrecall",TRUE,6117,6,NA,4,-37226.149,74460.299,74487.174,74474.463,74460.3055445026,"u0_female_age_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.803,0.05,0,NA,NA,NA,NA,NA,NA,2.048,0.033,0,NA,NA,NA,NA,NA,NA,2.657,0.039,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:36 PM","elsa","u0","female","age","nophys","memory","nophysspec","immediaterecall",TRUE,6117,6,NA,4,-34852.467,69712.933,69739.809,69727.098,69712.9395445026,"u0_female_age_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.086,0.038,0,NA,NA,NA,NA,NA,NA,1.701,0.033,0,NA,NA,NA,NA,NA,NA,4.357,0.033,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:40 PM","elsa","u0","female","age","pulmonary","nocog","fev","nocogspec",TRUE,6117,6,NA,4,-4276.159,8560.318,8587.193,8574.482,8560.32454450262,"u0_female_age_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178,0.016,0,NA,NA,NA,NA,NA,NA,0.111,0.008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,0.016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:03 PM","elsa","u0","female","age","pulmonary","nocog","fvc","nocogspec",TRUE,6117,6,NA,4,-5963.692,11935.384,11962.259,11949.548,11935.3905445026,"u0_female_age_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.012,0,NA,NA,NA,NA,NA,NA,0.229,0.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,0.019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","10:47 AM","elsa","u0","female","empty","muscle","nocog","grip","nocogspec",TRUE,3603,6,NA,3,-20775.94,41557.879,41576.448,41566.915,41557.885668519,"u0_female_empty_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.671,0.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:09 AM","elsa","u0","female","empty","nophys","fluency","nophysspec","animals",TRUE,6008,5,NA,3,-52752.844,105511.687,105531.79,105522.256,105511.690997335,"u0_female_empty_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.211,0.437,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:24 PM","elsa","u0","female","empty","nophys","memory","nophysspec","delayedrecall",TRUE,6003,6,NA,3,-38182.222,76370.444,76390.544,76381.011,76370.4480006668,"u0_female_empty_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.053,0.034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:36 PM","elsa","u0","female","empty","nophys","memory","nophysspec","immediaterecall",TRUE,6008,6,NA,3,-35740.318,71486.636,71506.739,71497.206,71486.6399973351,"u0_female_empty_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.706,0.033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:42 PM","elsa","u0","female","empty","pulmonary","nocog","fev","nocogspec",TRUE,3457,6,NA,3,-4829.607,9665.214,9683.659,9674.126,9665.22095047785,"u0_female_empty_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,0.008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 9:59 PM","elsa","u0","female","empty","pulmonary","nocog","fvc","nocogspec",TRUE,3457,6,NA,3,-6539.817,13085.634,13104.078,13094.546,13085.6409504778,"u0_female_empty_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233,0.019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","10:52 AM","elsa","u0","male","ae","muscle","nocog","grip","nocogspec",TRUE,5123,6,NA,10,-18771.172,37562.344,37627.759,37595.982,37562.3870359937,"u0_male_ae_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.358,1.675,0,NA,NA,NA,NA,NA,NA,26.024,1.188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.515,0.538,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:10 AM","elsa","u0","male","ae","nophys","fluency","nophysspec","animals",TRUE,5123,5,NA,10,-42686.172,85392.344,85457.759,85425.982,85392.3870359937,"u0_male_ae_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.626,0.658,0,NA,NA,NA,NA,NA,NA,18.849,0.501,0,NA,NA,NA,NA,NA,NA,17.657,0.302,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:28 PM","elsa","u0","male","ae","nophys","memory","nophysspec","delayedrecall",TRUE,5123,6,NA,10,-29354.462,58728.924,58794.339,58762.563,58728.9670359937,"u0_male_ae_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.414,0.045,0,NA,NA,NA,NA,NA,NA,1.916,0.033,0,NA,NA,NA,NA,NA,NA,2.977,0.088,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:37 PM","elsa","u0","male","ae","nophys","memory","nophysspec","immediaterecall",TRUE,5123,6,NA,10,-27640.198,55300.397,55365.812,55334.035,55300.4400359937,"u0_male_ae_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836,0.033,0,NA,NA,NA,NA,NA,NA,1.647,0.033,0,NA,NA,NA,NA,NA,NA,4.629,0.068,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:43 PM","elsa","u0","male","ae","pulmonary","nocog","fev","nocogspec",TRUE,5123,6,NA,10,-5368.09,10756.18,10821.595,10789.818,10756.2230359937,"u0_male_ae_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326,0.017,0,NA,NA,NA,NA,NA,NA,0.248,0.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,0.052,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 9:53 PM","elsa","u0","male","ae","pulmonary","nocog","fvc","nocogspec",TRUE,5123,6,NA,10,-6453.753,12927.506,12992.921,12961.145,12927.5490359937,"u0_male_ae_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,0.025,0,NA,NA,NA,NA,NA,NA,0.4,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,0.064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","10:56 AM","elsa","u0","male","aeh","muscle","nocog","grip","nocogspec",TRUE,2269,6,NA,11,-15127.831,30277.662,30340.66,30305.711,30277.7789694284,"u0_male_aeh_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.63,1.651,0,NA,NA,NA,NA,NA,NA,25.467,1.187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.81,3.869,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:11 AM","elsa","u0","male","aeh","nophys","fluency","nophysspec","animals",TRUE,2269,5,NA,11,-27649.382,55320.765,55383.763,55348.814,55320.8819694284,"u0_male_aeh_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.442,0.819,0,NA,NA,NA,NA,NA,NA,18.631,0.576,0,NA,NA,NA,NA,NA,NA,6.482,2.733,0.018,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:29 PM","elsa","u0","male","aeh","nophys","memory","nophysspec","delayedrecall",TRUE,2269,6,NA,11,-19019.601,38061.202,38124.2,38089.251,38061.3189694284,"u0_male_aeh_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,0.054,0,NA,NA,NA,NA,NA,NA,1.878,0.037,0,NA,NA,NA,NA,NA,NA,0.042,0.776,0.957,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:38 PM","elsa","u0","male","aeh","nophys","memory","nophysspec","immediaterecall",TRUE,2269,6,NA,11,-17944.78,35911.559,35974.557,35939.608,35911.6759694284,"u0_male_aeh_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809,0.038,0,NA,NA,NA,NA,NA,NA,1.608,0.038,0,NA,NA,NA,NA,NA,NA,1.818,0.645,0.005,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:44 PM","elsa","u0","male","aeh","pulmonary","nocog","fev","nocogspec",TRUE,2269,6,NA,11,-4256,8533.999,8596.998,8562.049,8534.11596942845,"u0_male_aeh_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275,0.016,0,NA,NA,NA,NA,NA,NA,0.245,0.019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.351,0.383,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 9:48 PM","elsa","u0","male","aeh","pulmonary","nocog","fvc","nocogspec",TRUE,2269,6,NA,11,-5033.977,10089.954,10152.952,10118.003,10090.0709694284,"u0_male_aeh_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357,0.023,0,NA,NA,NA,NA,NA,NA,0.371,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.333,0.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","10:58 AM","elsa","u0","male","aehplus","muscle","nocog","grip","nocogspec",TRUE,2256,6,NA,14,-15034.395,30096.789,30176.888,30132.408,30096.976416332,"u0_male_aehplus_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.967,1.641,0,NA,NA,NA,NA,NA,NA,25.517,1.191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.442,3.831,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:12 AM","elsa","u0","male","aehplus","nophys","fluency","nophysspec","animals",TRUE,2256,5,NA,14,-27506.202,55040.404,55120.503,55076.022,55040.591416332,"u0_male_aehplus_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.358,0.816,0,NA,NA,NA,NA,NA,NA,18.491,0.563,0,NA,NA,NA,NA,NA,NA,6.937,2.749,0.012,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:33 PM","elsa","u0","male","aehplus","nophys","memory","nophysspec","delayedrecall",TRUE,2256,6,NA,14,-18913.218,37854.436,37934.534,37890.054,37854.623416332,"u0_male_aehplus_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.317,0.052,0,NA,NA,NA,NA,NA,NA,1.878,0.037,0,NA,NA,NA,NA,NA,NA,0.337,0.771,0.662,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:40 PM","elsa","u0","male","aehplus","nophys","memory","nophysspec","immediaterecall",TRUE,2256,6,NA,14,-17853.505,35735.01,35815.109,35770.628,35735.197416332,"u0_male_aehplus_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788,0.038,0,NA,NA,NA,NA,NA,NA,1.609,0.038,0,NA,NA,NA,NA,NA,NA,2.007,0.646,0.002,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:45 PM","elsa","u0","male","aehplus","pulmonary","nocog","fev","nocogspec",TRUE,2256,6,NA,14,-4198.208,8424.416,8504.515,8460.034,8424.60341633199,"u0_male_aehplus_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262,0.016,0,NA,NA,NA,NA,NA,NA,0.244,0.019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.272,0.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 9:38 PM","elsa","u0","male","aehplus","pulmonary","nocog","fvc","nocogspec",TRUE,2256,6,NA,14,-4983.229,9994.458,10074.557,10030.076,9994.645416332,"u0_male_aehplus_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342,0.022,0,NA,NA,NA,NA,NA,NA,0.372,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.149,0.426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","11:00 AM","elsa","u0","male","age","muscle","nocog","grip","nocogspec",TRUE,5140,6,NA,4,-18820.028,37648.057,37674.236,37661.525,37648.0647896787,"u0_male_age_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.338,1.699,0,NA,NA,NA,NA,NA,NA,26.051,1.188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.102,0.245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:13 AM","elsa","u0","male","age","nophys","fluency","nophysspec","animals",TRUE,5140,5,NA,4,-42954.492,85916.983,85943.162,85930.452,85916.9907896787,"u0_male_age_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.229,0.713,0,NA,NA,NA,NA,NA,NA,18.866,0.502,0,NA,NA,NA,NA,NA,NA,15.959,0.138,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:35 PM","elsa","u0","male","age","nophys","memory","nophysspec","delayedrecall",TRUE,5140,6,NA,4,-29690.811,59389.622,59415.801,59403.09,59389.6297896787,"u0_male_age_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.702,0.05,0,NA,NA,NA,NA,NA,NA,1.919,0.033,0,NA,NA,NA,NA,NA,NA,2.449,0.044,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:42 PM","elsa","u0","male","age","nophys","memory","nophysspec","immediaterecall",TRUE,5140,6,NA,4,-27997.18,56002.361,56028.54,56015.829,56002.3687896787,"u0_male_age_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.048,0.038,0,NA,NA,NA,NA,NA,NA,1.649,0.033,0,NA,NA,NA,NA,NA,NA,4.134,0.038,0,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:46 PM","elsa","u0","male","age","pulmonary","nocog","fev","nocogspec",TRUE,5140,6,NA,4,-5422.419,10852.837,10879.016,10866.306,10852.8447896787,"u0_male_age_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344,0.017,0,NA,NA,NA,NA,NA,NA,0.248,0.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.918,0.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 9:30 PM","elsa","u0","male","age","pulmonary","nocog","fvc","nocogspec",TRUE,5140,6,NA,4,-6501.546,13011.092,13037.271,13024.56,13011.0997896787,"u0_male_age_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472,0.025,0,NA,NA,NA,NA,NA,NA,0.4,0.031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.815,0.031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/11/2015","11:03 AM","elsa","u0","male","empty","muscle","nocog","grip","nocogspec",TRUE,2967,6,NA,3,-19344.339,38694.677,38712.663,38703.131,38694.6850998988,"u0_male_empty_muscle_nocog_grip_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.196,1.212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/10/2015"," 8:14 AM","elsa","u0","male","empty","nophys","fluency","nophysspec","animals",TRUE,5018,5,NA,3,-43358.629,86723.258,86742.82,86733.287,86723.2627865975,"u0_male_empty_nophys_fluency_nophysspec_animals.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.942,0.507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 2:36 PM","elsa","u0","male","empty","nophys","memory","nophysspec","delayedrecall",TRUE,5022,6,NA,3,-30356.707,60719.413,60738.978,60729.445,60719.417782782,"u0_male_empty_nophys_memory_nophysspec_delayedrecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.924,0.033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","11:44 PM","elsa","u0","male","empty","nophys","memory","nophysspec","immediaterecall",TRUE,5023,6,NA,3,-28657.076,57320.152,57339.717,57330.184,57320.156781829,"u0_male_empty_nophys_memory_nophysspec_immediaterecall.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.653,0.034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015","10:48 PM","elsa","u0","male","empty","pulmonary","nocog","fev","nocogspec",TRUE,2828,6,NA,3,-5794.666,11595.331,11613.173,11603.641,11595.3394985836,"u0_male_empty_pulmonary_nocog_fev_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.2","0.1","06/09/2015"," 9:21 PM","elsa","u0","male","empty","pulmonary","nocog","fvc","nocogspec",TRUE,2828,6,NA,3,-6880.83,13767.659,13785.501,13775.969,13767.6674985836,"u0_male_empty_pulmonary_nocog_fvc_nocogspec.out"," ELSA_Portland_New.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
