study_name,model_number,subgroup,model_type,condition,model_name,subject_count,wave_count,parameter_count,ll,aic,bic,a_gamma_00_est,a_gamma_00_pval,a_gamma_00_se,a_gamma_00_wald,a_gamma_01_est,a_gamma_01_pval,a_gamma_01_se,a_gamma_01_wald,a_gamma_02_est,a_gamma_02_pval,a_gamma_02_se,a_gamma_02_wald,a_gamma_03_est,a_gamma_03_pval,a_gamma_03_se,a_gamma_03_wald,a_gamma_04_est,a_gamma_04_pval,a_gamma_04_se,a_gamma_04_wald,a_gamma_05_est,a_gamma_05_pval,a_gamma_05_se,a_gamma_05_wald,a_gamma_06_est,a_gamma_06_pval,a_gamma_06_se,a_gamma_06_wald,a_gamma_10_est,a_gamma_10_pval,a_gamma_10_se,a_gamma_10_wald,a_gamma_11_est,a_gamma_11_pval,a_gamma_11_se,a_gamma_11_wald,a_gamma_12_est,a_gamma_12_pval,a_gamma_12_se,a_gamma_12_wald,a_gamma_13_est,a_gamma_13_pval,a_gamma_13_se,a_gamma_13_wald,a_gamma_14_est,a_gamma_14_pval,a_gamma_14_se,a_gamma_14_wald,a_gamma_15_est,a_gamma_15_pval,a_gamma_15_se,a_gamma_15_wald,a_gamma_16_est,a_gamma_16_pval,a_gamma_16_se,a_gamma_16_wald,a_sigma_00_est,a_sigma_00_pval,a_sigma_00_se,a_sigma_00_wald,aa_tau_00_est,aa_tau_00_pval,aa_tau_00_se,aa_tau_00_wald,aa_tau_01_est,aa_tau_01_pval,aa_tau_01_se,aa_tau_01_wald,aa_tau_11_est,aa_tau_11_pval,aa_tau_11_se,aa_tau_11_wald,ab_sigma_00_est,ab_sigma_00_pval,ab_sigma_00_se,ab_sigma_00_wald,ab_tau_00_est,ab_tau_00_pval,ab_tau_00_se,ab_tau_00_wald,ab_tau_01_est,ab_tau_01_pval,ab_tau_01_se,ab_tau_01_wald,ab_tau_10_est,ab_tau_10_pval,ab_tau_10_se,ab_tau_10_wald,ab_tau_11_est,ab_tau_11_pval,ab_tau_11_se,ab_tau_11_wald,b_gamma_00_est,b_gamma_00_pval,b_gamma_00_se,b_gamma_00_wald,b_gamma_01_est,b_gamma_01_pval,b_gamma_01_se,b_gamma_01_wald,b_gamma_02_est,b_gamma_02_pval,b_gamma_02_se,b_gamma_02_wald,b_gamma_03_est,b_gamma_03_pval,b_gamma_03_se,b_gamma_03_wald,b_gamma_04_est,b_gamma_04_pval,b_gamma_04_se,b_gamma_04_wald,b_gamma_05_est,b_gamma_05_pval,b_gamma_05_se,b_gamma_05_wald,b_gamma_06_est,b_gamma_06_pval,b_gamma_06_se,b_gamma_06_wald,b_gamma_10_est,b_gamma_10_pval,b_gamma_10_se,b_gamma_10_wald,b_gamma_11_est,b_gamma_11_pval,b_gamma_11_se,b_gamma_11_wald,b_gamma_12_est,b_gamma_12_pval,b_gamma_12_se,b_gamma_12_wald,b_gamma_13_est,b_gamma_13_pval,b_gamma_13_se,b_gamma_13_wald,b_gamma_14_est,b_gamma_14_pval,b_gamma_14_se,b_gamma_14_wald,b_gamma_15_est,b_gamma_15_pval,b_gamma_15_se,b_gamma_15_wald,b_gamma_16_est,b_gamma_16_pval,b_gamma_16_se,b_gamma_16_wald,b_sigma_00_est,b_sigma_00_pval,b_sigma_00_se,b_sigma_00_wald,bb_tau_00_est,bb_tau_00_pval,bb_tau_00_se,bb_tau_00_wald,bb_tau_10_est,bb_tau_10_pval,bb_tau_10_se,bb_tau_10_wald,bb_tau_11_est,bb_tau_11_pval,bb_tau_11_se,bb_tau_11_wald,er_tau_00_est,er_tau_00_pval,er_tau_00_se,er_tau_00_wald,er_sigma_00_est,er_sigma_00_pval,er_sigma_00_se,er_sigma_00_wald,er_tau_11_est,er_tau_11_pval,er_tau_11_se,er_tau_11_wald,error_count,error_1,error_2,error_3,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
octo,b1,female,aeh,dem_ever_0,b1_female_aeh_gait_clock,276.0,5,29.0,-4342.293,8742.586,8847.578,10.655,0.0,0.407,26.181,0.343,0.0,0.095,3.592,-0.324,0.003,0.11,-2.942,-3.811,0.567,6.654,-0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.939,0.0,0.152,98.315,0.007,0.898,0.058,0.128,-0.005,0.83,0.025,-0.215,0.994,0.606,1.93,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.117,0.0,3.108,3.899,12.623,0.001,3.757,3.36,2.992,0.454,3.995,0.749,0.766,0.749,2.393,0.32,-1.448,0.138,0.976,-1.484,-0.842,0.111,0.528,-1.594,-0.25,0.293,0.238,-1.051,-0.312,0.568,0.547,-0.571,-0.074,0.681,0.18,-0.411,0.491,0.031,0.227,2.16,-0.137,0.007,0.05,-2.713,0.056,0.165,0.041,1.388,-1.29,0.655,2.891,-0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158,0.003,0.052,-3.012,-0.025,0.07,0.014,-1.813,-0.002,0.913,0.015,-0.109,-0.564,0.386,0.651,-0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.346,0.0,0.424,5.533,1.878,0.053,0.972,1.931,0.104,0.393,0.121,0.854,0.117,0.002,0.039,3.028,-0.173,0.159,0.123,-1.409,-0.272,0.067,0.148,-1.83,-0.247,0.35,0.264,-0.935,NA,NA,NA,NA,gait,clock,clock,clock,mental status,2,-0.17293504307999927,-0.17469061659483687,-2.8863626845349164,0.8613227412721816,-0.293313033243126,-0.05606819994654773,-0.2851812695561373,-0.05600952092952302,-0.24718630409868406,-0.2524137774891072,-4.1705600598847035,3.038519588806636e-5,-0.37103619413739636,-0.13379136084081805,-0.35489772833515937,-0.13299874138148482,-0.2715857656868623,-0.2785750727014833,-4.602815596856321,4.168172591327406e-6,-0.39719748934977245,-0.15995265605319414,-0.37754847566444893,-0.1586023516203415
octo,b1,female,aehplus,dem_ever_0,b1_female_aehplus_gait_clock,276.0,5,41.0,-4336.141,8754.282,8902.719,10.306,0.0,0.511,20.16,0.316,0.001,0.097,3.277,-0.3,0.026,0.135,-2.225,-3.685,0.576,6.59,-0.559,0.044,0.956,0.798,0.056,0.687,0.236,0.58,1.184,1.794,0.234,1.506,1.191,14.801,0.0,0.254,58.219,-0.001,0.981,0.055,-0.023,-0.017,0.609,0.033,-0.511,1.18,0.539,1.923,0.614,0.067,0.715,0.183,0.366,-0.128,0.47,0.178,-0.723,0.941,0.204,0.741,1.27,11.876,0.0,2.972,3.996,12.161,0.001,3.593,3.385,3.066,0.435,3.926,0.781,0.834,0.732,2.437,0.342,-1.373,0.144,0.938,-1.463,-0.903,0.103,0.553,-1.632,-0.228,0.321,0.229,-0.993,-0.315,0.549,0.526,-0.6,-0.078,0.649,0.17,-0.456,0.518,0.034,0.245,2.118,-0.128,0.013,0.052,-2.48,0.063,0.112,0.04,1.589,-1.297,0.655,2.903,-0.447,0.054,0.785,0.199,0.272,0.295,0.207,0.234,1.263,-0.597,0.222,0.489,-1.221,-0.133,0.054,0.069,-1.927,-0.022,0.128,0.014,-1.523,-0.003,0.87,0.016,-0.164,-0.619,0.337,0.645,-0.961,0.001,0.99,0.084,0.013,-0.061,0.417,0.076,-0.812,-0.129,0.335,0.134,-0.964,2.341,0.0,0.423,5.534,1.834,0.06,0.977,1.878,0.103,0.405,0.124,0.833,0.117,0.002,0.037,3.124,-0.191,0.157,0.135,-1.415,-0.26,0.075,0.146,-1.78,-0.249,0.293,0.236,-1.052,NA,NA,NA,NA,gait,clock,clock,clock,mental status,2,-0.19120684716345268,-0.1935895138177391,-3.198623713698047,0.8464973096254191,-0.31221193046602824,-0.07496709716944995,-0.3024480337126638,-0.07482697216295556,-0.2497000598800023,-0.25509290133181917,-4.21482645059066,2.499703369510286e-5,-0.3737153179801083,-0.13647048468353,-0.35723718012340777,-0.1356295314017872,-0.2603962561853918,-0.26653343904748145,-4.403855156294353,1.0634395935118716e-5,-0.3851558556957706,-0.1479110223991923,-0.36717663862458877,-0.14684172934232334
octo,b1,male,a,dem_ever_0,b1_male_a_gait_clock,161.0,5,21.0,-2182.438,4406.877,4471.586,9.844,0.0,0.494,19.938,0.538,0.012,0.214,2.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.63,0.0,0.33,44.331,-0.031,0.788,0.114,-0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.158,0.037,3.425,2.09,8.209,0.029,3.769,2.178,0.11,0.916,1.041,0.106,0.09,0.865,0.531,0.17,-0.87,0.028,0.397,-2.192,-4.196,0.243,3.592,-1.168,-0.621,0.179,0.462,-1.344,0.477,0.817,2.057,0.232,-0.007,0.959,0.142,-0.051,0.366,0.004,0.128,2.87,-0.307,0.004,0.107,-2.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.203,0.008,0.077,-2.647,0.007,0.776,0.026,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.528,0.0,0.755,4.675,6.007,0.017,2.514,2.389,0.364,0.365,0.402,0.905,0.057,0.454,0.076,0.749,-0.597,0.23,0.498,-1.2,-0.173,0.02,0.074,-2.336,-0.101,0.965,2.292,-0.044,NA,NA,NA,NA,gait,clock,clock,clock,mental status,2,-0.5975325055374939,-0.6893005996504572,-8.664374186010194,0.49063412067876977,-0.84522696211275,-0.5333742371881645,-0.6885676920009766,-0.48795614786935365,-0.09773257860139563,-0.09804554352264389,-1.232413372020445,0.21779470831016826,-0.2539719059849367,0.05788081893964889,-0.2486486648690982,0.057816268209611284,-0.17312473329470907,-0.17488616128974271,-2.1982849603462653,0.02792880547890946,-0.3308125237520355,-0.018959798827449942,-0.3192506766003855,-0.01895752730267606
octo,b1,male,ae,dem_ever_0,b1_male_ae_gait_clock,160.0,5,25.0,-2173.259,4396.518,4473.397,10.001,0.0,0.511,19.576,0.49,0.008,0.186,2.639,-0.081,0.451,0.107,-0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.438,0.0,0.326,44.326,-0.023,0.833,0.11,-0.21,0.009,0.898,0.069,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,0.034,3.36,2.125,7.929,0.019,3.376,2.349,0.159,0.875,1.009,0.157,0.088,0.875,0.558,0.157,-0.881,0.026,0.395,-2.232,-3.84,0.191,2.937,-1.308,-0.588,0.196,0.455,-1.292,0.421,0.814,1.787,0.235,-0.007,0.957,0.128,-0.054,0.35,0.004,0.122,2.874,-0.235,0.013,0.094,-2.495,0.048,0.434,0.061,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.219,0.006,0.08,-2.743,0.008,0.718,0.023,0.361,0.022,0.049,0.011,1.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.512,0.0,0.745,4.717,5.44,0.023,2.393,2.274,0.355,0.318,0.356,0.998,0.054,0.472,0.074,0.719,-0.585,0.188,0.444,-1.317,-0.176,0.016,0.073,-2.406,-0.101,0.963,2.199,-0.046,NA,NA,NA,NA,gait,clock,clock,clock,mental status,2,-0.5846858257697998,-0.6695530846651635,-8.38947610461987,0.5031427298691502,-0.8259752396741953,-0.5131309296561317,-0.6783089781227016,-0.4723810754785448,-0.10154529930749041,-0.10189650107229674,-1.276759498939374,0.20168716832831662,-0.25831865608132853,0.05452565393673507,-0.2527222436698026,0.05447168234371258,-0.17593390766386682,-0.1777835950372281,-2.227622060921622,0.02590572827764483,-0.3342057500462599,-0.021361440028196288,-0.322294752596519,-0.02135819146692827
octo,b1,male,aeh,dem_ever_0,b1_male_aeh_gait_clock,137.0,5,29.0,-1906.752,3871.504,3956.183,9.96,0.0,0.45,22.153,0.305,0.006,0.112,2.724,-0.095,0.317,0.095,-1.001,-5.753,0.211,4.599,-1.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.609,0.0,0.272,53.778,-0.026,0.397,0.031,-0.848,-0.003,0.913,0.026,-0.11,0.348,0.723,0.981,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.281,0.0,1.231,5.101,5.287,0.005,1.89,2.797,0.115,0.809,0.478,0.241,0.071,0.651,0.156,0.452,-0.662,0.032,0.309,-2.144,-1.305,0.113,0.823,-1.586,-0.421,0.176,0.311,-1.353,0.211,0.144,0.144,1.462,-0.013,0.801,0.053,-0.252,0.361,0.0,0.094,3.862,-0.102,0.148,0.07,-1.446,0.043,0.306,0.042,1.024,3.104,0.192,2.377,1.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.181,0.006,0.066,-2.756,0.002,0.892,0.017,0.136,0.019,0.027,0.009,2.213,0.21,0.768,0.712,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.776,0.0,0.663,4.19,1.839,0.074,1.031,1.784,0.181,0.28,0.168,1.081,0.059,0.299,0.057,1.039,-0.418,0.103,0.257,-1.63,-0.159,0.017,0.066,-2.389,-0.207,0.839,1.02,-0.203,NA,NA,NA,NA,gait,clock,clock,clock,mental status,2,-0.41851881969415466,-0.4458949570474196,-5.161607298557582,0.655673125187449,-0.6152100571994982,-0.27657985689534104,-0.5477841913129042,-0.26973671516495706,-0.20085755514795636,-0.20362600052497867,-2.35714137124463,0.018416234270490012,-0.3729411006770572,-0.03431090037290013,-0.3565615804742135,-0.0342974426794383,-0.1585381776676235,-0.15988682685631242,-1.8508238305933327,0.06419490154620218,-0.32920192700839096,0.00942827329576612,-0.31780349060992497,0.009427993938615755
octo,b1,male,aehplus,dem_ever_0,b1_male_aehplus_gait_clock,137.0,5,41.0,-1890.608,3863.216,3982.936,8.429,0.0,0.588,14.338,0.329,0.004,0.115,2.863,-0.074,0.44,0.096,-0.773,-5.226,0.219,4.253,-1.229,0.91,0.158,0.645,1.411,1.415,0.014,0.576,2.455,1.347,0.095,0.807,1.668,14.583,0.0,0.364,40.047,-0.01,0.757,0.033,-0.309,0.001,0.964,0.026,0.045,0.695,0.487,1.0,0.696,-0.046,0.751,0.145,-0.318,0.238,0.083,0.137,1.732,0.067,0.798,0.263,0.256,6.259,0.0,1.201,5.21,4.463,0.01,1.741,2.563,0.015,0.975,0.485,0.032,0.064,0.669,0.15,0.427,-0.685,0.022,0.3,-2.283,-1.162,0.084,0.672,-1.728,-0.316,0.278,0.291,-1.084,0.232,0.178,0.172,1.347,-0.008,0.893,0.06,-0.134,0.253,0.059,0.134,1.886,-0.097,0.175,0.071,-1.356,0.031,0.434,0.039,0.782,2.531,0.301,2.448,1.034,0.234,0.545,0.387,0.606,-0.039,0.91,0.343,-0.113,-1.284,0.113,0.81,-1.584,0.058,0.378,0.066,0.882,-0.005,0.769,0.017,-0.294,0.021,0.024,0.009,2.258,0.606,0.389,0.704,0.861,-0.227,0.004,0.08,-2.844,-0.13,0.159,0.093,-1.408,0.178,0.197,0.138,1.289,2.744,0.0,0.653,4.205,1.8,0.07,0.994,1.811,0.145,0.382,0.165,0.874,0.046,0.357,0.05,0.921,-0.41,0.1,0.249,-1.646,-0.165,0.01,0.064,-2.575,-0.147,0.907,1.263,-0.117,NA,NA,NA,NA,gait,clock,clock,clock,mental status,2,-0.40997411031738334,-0.43558010248579115,-5.04220422447617,0.6631414098080737,-0.6048952026378697,-0.26626500233371264,-0.5405237231481493,-0.2601460036612524,-0.14744195615489714,-0.14852453216104483,-1.7192957603594765,0.08556053156046758,-0.3178396323131234,0.02079056799103371,-0.30755220096195657,0.02078757295035332,-0.16528979544215844,-0.16682024115855099,-1.9310839037355194,0.05347267722785876,-0.3361353413106295,0.0024948589935275545,-0.32402283284338723,0.0024948538172723696
octo,b1,female,a,dem_ever_0,b1_female_a_gait_digitspanbackward,299.0,5,21.0,-4025.319,8092.639,8170.348,10.681,0.0,0.406,26.308,0.375,0.0,0.084,4.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,0.0,0.121,30.798,-0.006,0.904,0.049,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.425,0.0,2.908,3.929,12.913,0.001,3.936,3.281,3.135,0.393,3.671,0.854,0.897,0.695,2.284,0.393,0.121,0.622,0.246,0.493,-0.893,0.037,0.427,-2.09,0.034,0.579,0.061,0.554,-0.038,0.76,0.123,-0.305,0.01,0.77,0.033,0.293,0.456,0.013,0.183,2.489,-0.07,0.011,0.027,-2.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.001,0.023,-3.468,0.005,0.397,0.006,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.157,0.0,0.107,10.77,0.598,0.0,0.156,3.827,-0.015,0.478,0.022,-0.709,0.003,0.53,0.005,0.628,-0.321,0.013,0.129,-2.493,0.033,0.622,0.067,0.494,0.19,0.702,0.495,0.383,NA,NA,NA,NA,gait,digit_b,digit_b,digit span backward,working memory,2,-0.32135664997088725,-0.3331592605237124,-5.731888649504737,0.7390140684921738,-0.4470798531365668,-0.21923866791085805,-0.4194956868643511,-0.21579230121058376,0.19277164398874674,0.19521419662296657,3.3585920321903457,7.834062995243556e-4,0.0812936040101122,0.30913478923582094,0.08111499581207389,0.29964977796584846,0.03328055701694118,0.03329285232036598,0.5727918894548061,0.5667856112748626,-0.0806277402924884,0.14721344493322036,-0.0804534776078508,0.14615912357494731
octo,b1,female,ae,dem_ever_0,b1_female_ae_gait_digitspanbackward,297.0,5,25.0,-4005.914,8061.827,8154.171,10.712,0.0,0.412,26.016,0.376,0.0,0.089,4.246,-0.336,0.002,0.107,-3.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.714,0.0,0.118,31.535,-0.006,0.908,0.049,-0.116,-0.014,0.628,0.029,-0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.377,0.0,2.874,3.959,12.416,0.001,3.779,3.286,3.146,0.388,3.646,0.863,0.924,0.688,2.303,0.401,0.124,0.615,0.247,0.503,-0.743,0.061,0.396,-1.873,0.04,0.511,0.06,0.657,-0.03,0.792,0.115,-0.264,0.01,0.74,0.031,0.332,0.461,0.013,0.185,2.49,-0.067,0.01,0.026,-2.56,0.102,0.001,0.032,3.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.082,0.0,0.023,-3.552,0.006,0.326,0.006,0.983,0.005,0.42,0.006,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.158,0.0,0.107,10.79,0.54,0.0,0.152,3.543,-0.017,0.422,0.021,-0.804,0.002,0.611,0.005,0.509,-0.287,0.032,0.134,-2.148,0.034,0.613,0.068,0.506,0.219,0.673,0.519,0.422,NA,NA,NA,NA,gait,digit_b,digit_b,digit span backward,working memory,2,-0.2869465991331917,-0.29523570029208906,-5.062237736982166,0.7678138318979777,-0.40954312115769165,-0.18092827942648648,-0.388084680590261,-0.1789795603882331,0.23262105259961768,0.23695868722416227,4.06299511673267,4.8447043480116973e-005,0.12265126635855969,0.3512661080897649,0.1220399168357619,0.33749791558230813,0.03416280534567545,0.03417610509912307,0.5859981322200728,0.5578767700006892,-0.08013131576647951,0.14848352596472564,-0.07996024666100597,0.14740184115511418
octo,b1,female,aeh,dem_ever_0,b1_female_aeh_gait_digitspanbackward,276.0,5,29.0,-3901.156,7860.312,7965.304,10.644,0.0,0.412,25.811,0.342,0.0,0.093,3.681,-0.338,0.002,0.108,-3.141,-4.332,0.445,5.676,-0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.792,0.0,0.124,30.674,0.001,0.988,0.059,0.015,-0.017,0.76,0.055,-0.306,0.913,0.784,3.328,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.054,0.004,3.831,2.886,12.148,0.0,3.039,3.998,3.492,0.563,6.037,0.578,1.188,0.775,4.163,0.285,0.114,0.595,0.214,0.532,-0.768,0.021,0.332,-2.312,0.044,0.505,0.066,0.666,-0.041,0.816,0.176,-0.232,0.013,0.793,0.05,0.263,0.504,0.274,0.461,1.094,-0.094,0.0,0.026,-3.546,0.095,0.006,0.035,2.741,-0.435,0.749,1.357,-0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.088,0.0,0.024,-3.7,0.009,0.13,0.006,1.516,0.004,0.502,0.007,0.671,0.115,0.669,0.27,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.168,0.0,0.109,10.684,0.54,0.001,0.158,3.418,-0.018,0.382,0.021,-0.874,0.003,0.54,0.005,0.612,-0.3,0.012,0.12,-2.502,0.032,0.577,0.057,0.558,0.225,0.639,0.479,0.469,NA,NA,NA,NA,gait,digit_b,digit_b,digit span backward,working memory,2,-0.2998554512185957,-0.3093607669561878,-5.111478745721218,0.7570471109901806,-0.42798318360447696,-0.19073835030789865,-0.4036344490572541,-0.18845843147370042,0.2177581933061626,0.2213014962141828,3.6565008078587398,2.556816058779457e-4,0.10267907956589366,0.3399239128624719,0.10231974658256301,0.32740946567323725,0.031726612174928906,0.03173726371106157,0.5243856565994841,0.6000103307586826,-0.08688515293722757,0.1503596803593507,-0.08666717824296616,0.14923672218845055
octo,b1,female,aehplus,dem_ever_0,b1_female_aehplus_gait_digitspanbackward,276.0,5,41.0,-3894.205,7870.41,8018.846,10.285,0.0,0.458,22.448,0.319,0.001,0.093,3.437,-0.311,0.02,0.133,-2.328,-4.206,0.451,5.576,-0.754,0.025,0.974,0.776,0.032,0.749,0.142,0.51,1.469,1.558,0.284,1.454,1.072,3.859,0.0,0.138,27.974,-0.009,0.865,0.054,-0.17,-0.029,0.663,0.067,-0.436,1.024,0.739,3.073,0.333,0.06,0.79,0.224,0.267,-0.203,0.421,0.252,-0.804,1.037,0.33,1.065,0.974,10.975,0.001,3.357,3.269,11.799,0.0,2.377,4.964,3.474,0.526,5.472,0.635,1.186,0.746,3.662,0.324,0.111,0.596,0.209,0.531,-0.762,0.015,0.314,-2.428,0.047,0.465,0.064,0.731,-0.052,0.713,0.141,-0.368,0.013,0.753,0.04,0.315,0.555,0.208,0.441,1.26,-0.098,0.0,0.027,-3.604,0.119,0.002,0.039,3.039,-0.392,0.771,1.347,-0.291,-0.331,0.086,0.193,-1.718,0.058,0.684,0.142,0.408,-0.089,0.765,0.298,-0.299,-0.088,0.001,0.027,-3.224,0.009,0.134,0.006,1.497,0.0,0.98,0.007,0.026,0.115,0.662,0.264,0.437,0.049,0.087,0.028,1.709,-0.034,0.265,0.03,-1.114,0.041,0.453,0.054,0.75,1.165,0.0,0.109,10.696,0.529,0.001,0.164,3.221,-0.017,0.457,0.023,-0.744,0.002,0.611,0.005,0.508,-0.305,0.005,0.107,-2.838,0.031,0.579,0.056,0.556,0.233,0.611,0.458,0.509,NA,NA,NA,NA,gait,digit_b,digit_b,digit span backward,working memory,2,-0.3050032975504159,-0.3150268728677394,-5.2050981798300135,0.7527412503119792,-0.43364928951602855,-0.19640445621945024,-0.40836655550294404,-0.19391740902447172,0.26692300776478406,0.27354783879804506,4.519752060713638,6.1912095626988774e-6,0.1549254221497559,0.3921702554463342,0.15369770700007238,0.37322967721444306,0.031042575899440643,0.03105255297366237,0.513072378527353,0.6079006921624477,-0.08756986367462677,0.1496749696219515,-0.08734670555055428,0.14856719274364064
octo,b1,male,a,dem_ever_0,b1_male_a_gait_digitspanbackward,159.0,5,21.0,-1807.635,3657.27,3721.717,9.903,0.0,0.488,20.299,0.379,0.003,0.128,2.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.531,0.0,0.19,18.593,-0.012,0.74,0.036,-0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.125,0.0,1.543,4.617,5.878,0.003,1.988,2.956,0.328,0.563,0.566,0.579,0.069,0.665,0.159,0.433,-0.121,0.712,0.328,-0.369,-0.957,0.111,0.6,-1.595,0.004,0.968,0.1,0.04,0.114,0.496,0.168,0.68,-0.023,0.523,0.037,-0.639,0.344,0.002,0.11,3.143,-0.074,0.086,0.043,-1.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.057,0.159,0.04,-1.408,-0.001,0.959,0.012,-0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981,0.0,0.131,7.48,1.553,0.0,0.325,4.783,-0.126,0.038,0.061,-2.072,0.024,0.131,0.016,1.51,-0.317,0.078,0.18,-1.76,-0.046,0.711,0.123,-0.371,-0.576,0.573,1.023,-0.563,NA,NA,NA,NA,gait,digit_b,digit_b,digit span backward,working memory,2,-0.31674620414461346,-0.32802629761653823,-4.097047144074637,0.7428917791154905,-0.4849490048009688,-0.17110359043210768,-0.45019833694670797,-0.16945314745495094,-0.565194165260439,-0.6404327940081914,-7.999003033379698,1.2543062847800296e-15,-0.797355501192622,-0.48351008682376084,-0.6625557522625143,-0.44905031387274513,-0.04576763089453869,-0.045799627237271504,-0.5720371608483066,0.5672967993932146,-0.20272233442170207,0.11112307994715905,-0.19999018913286273,0.11066793278942567
