"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 5.21","0.1","02/24/2015"," 8:44 PM","b1_male_aeh_pek_digitbackward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_pek_digitbackward.out","octo","b1","male","aeh","pek","digitbackward",138,5,NA,NA,-2734.99,5527.98,5612.87,5521.124,NA,TRUE,TRUE,NA,0,33.558,13.507,2.484,0.013,0.248,0.426,0.581,0.561,-4.153,3.462,-1.2,0.23,-1.531,1.87,-0.819,0.413,-5.05,5.47,-0.923,0.356,8710.34,1477.916,5.894,0,31.661,23.967,1.321,0.187,-229.498,153.726,-1.493,0.135,3428.095,517.018,6.631,0,1.163,0.291,3.992,0,0.024,0.016,1.541,0.123,-0.104,0.056,-1.873,0.061,0.949,0.134,7.069,0,435.163,16.325,26.657,0,-10.104,2.296,-4.401,0,3.517,0.181,19.416,0,-0.05,0.044,-1.142,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.083,4.2,-2.877,0.004,0.741,0.872,0.849,0.396,-0.071,0.045,-1.579,0.114,0.001,0.014,0.103,0.918,6.222,1.963,3.169,0.002,-0.468,0.623,-0.75,0.453,0.134,0.031,4.259,0,-0.006,0.008,-0.81,0.418,1.85,1.424,1.299,0.194,0.158,0.234,0.677,0.498,0.002,0.017,0.113,0.91,0.006,0.003,1.706,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 8:42 PM","b1_male_aeh_pek_digitforward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_pek_digitforward.out","octo","b1","male","aeh","pek","digitforward",138,5,NA,NA,-2624.029,5306.058,5390.948,5299.202,NA,TRUE,TRUE,NA,0,-3.866,12.189,-0.317,0.751,0.221,0.279,0.792,0.428,0.357,2.133,0.168,0.867,0.289,1.761,0.164,0.87,0.479,2.813,0.17,0.865,8731.663,1451.52,6.016,0,31.813,20.209,1.574,0.115,-241.539,144.125,-1.676,0.094,3423.623,495.57,6.908,0,0.862,0.168,5.133,0,0.013,0.006,2.27,0.023,-0.078,0.027,-2.918,0.004,0.517,0.078,6.655,0,435.378,16.316,26.684,0,-10.254,2.306,-4.446,0,5.669,0.151,37.635,0,-0.064,0.028,-2.342,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.938,4.229,-2.823,0.005,0.716,0.923,0.776,0.438,-0.022,0.034,-0.656,0.512,-0.012,0.007,-1.647,0.1,6.303,1.935,3.258,0.001,-0.444,0.597,-0.744,0.457,0.058,0.025,2.346,0.019,0.008,0.006,1.441,0.15,1.979,1.45,1.365,0.172,0.136,0.236,0.576,0.565,0.01,0.016,0.64,0.522,-0.003,0.002,-1.3,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 9:03 PM","b1_male_aeh_pek_digitsymbol.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_pek_digitsymbol.out","octo","b1","male","aeh","pek","digitsymbol",133,5,NA,NA,-3213.637,6485.274,6569.094,6477.364,NA,TRUE,TRUE,NA,0,288.445,106.314,2.713,0.007,2.857,1.518,1.882,0.06,-0.322,11.621,-0.028,0.978,-9.969,10.906,-0.914,0.361,-12.372,19.373,-0.639,0.523,8703.653,1420.466,6.127,0,38.996,17.417,2.239,0.025,-226.191,131.37,-1.722,0.085,3368.384,463.199,7.272,0,82.478,13.061,6.315,0,0.407,0.171,2.387,0.017,-2.868,1.167,-2.458,0.014,17.377,2.22,7.826,0,435.228,16.236,26.807,0,-10.77,2.333,-4.616,0,26.095,1.38,18.909,0,-0.558,0.178,-3.145,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.408,4.24,-2.926,0.003,0.996,0.904,1.102,0.271,-0.614,0.393,-1.561,0.118,0.058,0.064,0.911,0.362,6.534,1.967,3.322,0.001,-0.552,0.575,-0.959,0.337,1.628,0.243,6.688,0,0.022,0.043,0.505,0.614,1.911,1.42,1.346,0.178,0.206,0.239,0.86,0.39,0.25,0.125,1.995,0.046,-0.023,0.017,-1.323,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 9:00 PM","b1_male_aeh_pek_figurelogic.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_pek_figurelogic.out","octo","b1","male","aeh","pek","figurelogic",133,5,NA,NA,-3013.892,6085.784,6169.604,6077.873,NA,TRUE,TRUE,NA,0,83.234,35.378,2.353,0.019,1.119,0.691,1.619,0.105,-7.402,5.804,-1.275,0.202,-4.963,5.156,-0.962,0.336,-0.663,15.059,-0.044,0.965,8796.114,1448.564,6.072,0,39.887,22.41,1.78,0.075,-260.812,147.757,-1.765,0.078,3375.962,490.096,6.888,0,7.219,1.594,4.528,0,0.043,0.028,1.545,0.122,-0.223,0.22,-1.013,0.311,8.138,0.918,8.862,0,433.73,16.298,26.613,0,-9.877,2.321,-4.256,0,16.027,0.477,33.617,0,-0.037,0.106,-0.352,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.904,4.212,-2.826,0.005,0.666,0.891,0.748,0.454,-0.167,0.123,-1.356,0.175,0.023,0.031,0.741,0.459,6.559,1.944,3.374,0.001,-0.516,0.619,-0.834,0.404,0.312,0.099,3.141,0.002,-0.025,0.025,-0.978,0.328,1.822,1.436,1.268,0.205,0.163,0.238,0.687,0.492,0.042,0.051,0.809,0.418,0.009,0.011,0.777,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 9:07 PM","b1_male_aeh_pek_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_pek_mirrecall.out","octo","b1","male","aeh","pek","mirrecall",137,5,NA,NA,-2868.871,5795.743,5880.422,5788.679,NA,TRUE,TRUE,NA,0,82.085,20.969,3.915,0,0.8,0.452,1.769,0.077,-1.741,4.734,-0.368,0.713,-6.647,2.246,-2.96,0.003,-1.643,7.794,-0.211,0.833,9019.266,1464.107,6.16,0,45.548,18.97,2.401,0.016,-296.487,142.183,-2.085,0.037,3339.696,464.655,7.187,0,2.019,0.383,5.266,0,0.069,0.021,3.255,0.001,0.034,0.066,0.506,0.613,1.981,0.237,8.376,0,433.959,16.179,26.822,0,-9.437,2.286,-4.127,0,6.968,0.271,25.751,0,-0.057,0.077,-0.749,0.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.717,4.267,-2.98,0.003,0.731,0.827,0.884,0.377,-0.22,0.075,-2.927,0.003,-0.023,0.02,-1.104,0.27,7.273,1.991,3.653,0,-0.62,0.572,-1.085,0.278,0.081,0.047,1.738,0.082,-0.004,0.016,-0.252,0.801,2.082,1.437,1.449,0.147,0.195,0.239,0.816,0.414,0,0.029,-0.005,0.996,0,0.007,-0.021,0.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 8:46 PM","b1_male_aeh_pek_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_aeh_pek_proserecall.out","octo","b1","male","aeh","pek","proserecall",136,5,NA,NA,-2881.336,5820.672,5905.139,5813.399,NA,TRUE,TRUE,NA,0,72.973,41.257,1.769,0.077,-0.307,0.441,-0.696,0.486,4.813,5.271,0.913,0.361,-3.67,5.516,-0.665,0.506,14.794,18.045,0.82,0.412,8732.342,1457.463,5.991,0,38.439,25.418,1.512,0.13,-251.288,157.982,-1.591,0.112,3397.466,511.648,6.64,0,10.092,1.752,5.762,0,0.008,0.009,0.887,0.375,0.075,0.165,0.457,0.648,4.163,0.623,6.684,0,434.452,16.316,26.628,0,-9.853,2.382,-4.136,0,10.296,0.563,18.279,0,-0.112,0.073,-1.535,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.544,4.171,-3.007,0.003,0.726,0.894,0.813,0.416,-0.267,0.137,-1.947,0.052,0.004,0.043,0.084,0.933,6.639,1.945,3.413,0.001,-0.524,0.62,-0.846,0.397,0.418,0.086,4.855,0,-0.007,0.012,-0.59,0.555,1.925,1.414,1.361,0.173,0.179,0.231,0.774,0.439,0,0.058,-0.004,0.997,0.011,0.007,1.619,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:32 PM","b1_male_age_grip_block.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_grip_block.out","octo","b1","male","age","grip","block",158,5,NA,NA,-2223.572,4489.144,4553.459,4486.984,NA,TRUE,TRUE,NA,0,6.099,1.737,3.512,0,-0.021,0.031,-0.689,0.491,0.278,0.201,1.38,0.167,0.237,0.279,0.848,0.396,0.491,0.228,2.159,0.031,6.609,1.108,5.964,0,0.05,0.026,1.949,0.051,-0.116,0.108,-1.08,0.28,1.605,0.206,7.775,0,43.949,5.63,7.807,0,0.036,0.096,0.375,0.707,0.266,0.45,0.59,0.555,9.116,1.128,8.081,0,11.276,0.359,31.445,0,-0.36,0.049,-7.33,0,13.245,0.883,14.995,0,-0.481,0.101,-4.767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,0.076,-2.349,0.019,-0.039,0.019,-2.048,0.041,-0.555,0.224,-2.482,0.013,0.043,0.033,1.29,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:16 PM","b1_male_age_grip_digitbackward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_grip_digitbackward.out","octo","b1","male","age","grip","digitbackward",161,5,NA,NA,-1754.772,3551.544,3616.253,3549.773,NA,TRUE,TRUE,NA,0,0.745,0.441,1.69,0.091,0.001,0.014,0.057,0.954,-0.031,0.081,-0.389,0.698,0.059,0.068,0.866,0.386,-0.14,0.095,-1.474,0.14,6.569,1.116,5.886,0,0.046,0.025,1.894,0.058,-0.095,0.102,-0.936,0.349,1.619,0.209,7.759,0,1.531,0.308,4.965,0,0.021,0.015,1.4,0.161,-0.115,0.058,-1.97,0.049,0.988,0.136,7.254,0,11.299,0.356,31.719,0,-0.358,0.048,-7.493,0,3.537,0.174,20.355,0,-0.056,0.039,-1.446,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.187,0.076,-2.456,0.014,-0.037,0.019,-1.919,0.055,-0.079,0.041,-1.898,0.058,-0.001,0.012,-0.119,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:12 PM","b1_male_age_grip_digitforward.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_grip_digitforward.out","octo","b1","male","age","grip","digitforward",161,5,NA,NA,-1639.8,3321.599,3386.309,3319.829,NA,TRUE,TRUE,NA,0,0.102,0.303,0.337,0.736,0.012,0.01,1.211,0.226,0.034,0.066,0.525,0.6,0.014,0.048,0.289,0.773,-0.078,0.066,-1.186,0.236,6.524,1.097,5.947,0,0.051,0.025,2.006,0.045,-0.103,0.104,-1,0.318,1.608,0.205,7.846,0,0.908,0.169,5.369,0,0.015,0.007,2.067,0.039,-0.069,0.027,-2.527,0.012,0.56,0.08,6.981,0,11.298,0.355,31.839,0,-0.344,0.049,-7.039,0,5.708,0.132,43.274,0,-0.054,0.03,-1.809,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.178,0.076,-2.353,0.019,-0.044,0.02,-2.2,0.028,-0.049,0.028,-1.781,0.075,-0.018,0.009,-2.077,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:46 PM","b1_male_age_grip_digitsymbol.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_grip_digitsymbol.out","octo","b1","male","age","grip","digitsymbol",156,5,NA,NA,-2223.137,4488.274,4552.321,4485.849,NA,TRUE,TRUE,NA,0,7.519,2.664,2.822,0.005,0.015,0.067,0.222,0.824,-0.03,0.407,-0.074,0.941,0.273,0.39,0.7,0.484,0.397,0.477,0.833,0.405,6.606,1.109,5.955,0,0.051,0.027,1.868,0.062,-0.127,0.108,-1.183,0.237,1.604,0.206,7.798,0,107.549,14.309,7.516,0,0.546,0.242,2.253,0.024,-2.605,1.308,-1.992,0.046,17.416,2.064,8.44,0,11.294,0.356,31.697,0,-0.353,0.048,-7.287,0,26.536,1.529,17.356,0,-0.515,0.224,-2.3,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.182,0.076,-2.38,0.017,-0.04,0.019,-2.063,0.039,-0.738,0.373,-1.982,0.048,0.016,0.077,0.209,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:43 PM","b1_male_age_grip_figurelogic.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_grip_figurelogic.out","octo","b1","male","age","grip","figurelogic",157,5,NA,NA,-2000.676,4043.351,4107.533,4041.059,NA,TRUE,TRUE,NA,0,5.517,1.501,3.675,0,0.043,0.039,1.096,0.273,-0.558,0.309,-1.804,0.071,-0.349,0.214,-1.636,0.102,-0.284,0.23,-1.231,0.218,6.776,1.13,5.998,0,0.053,0.026,2.05,0.04,-0.164,0.112,-1.465,0.143,1.602,0.207,7.743,0,11.725,2.805,4.18,0,0.087,0.096,0.91,0.363,-0.562,0.451,-1.245,0.213,7.944,0.952,8.346,0,11.235,0.36,31.199,0,-0.335,0.05,-6.647,0,15.592,0.56,27.867,0,-0.03,0.127,-0.237,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.173,0.077,-2.24,0.025,-0.043,0.019,-2.199,0.028,-0.134,0.122,-1.094,0.274,0.013,0.034,0.384,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:49 PM","b1_male_age_grip_mirrecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_grip_mirrecall.out","octo","b1","male","age","grip","mirrecall",159,5,NA,NA,-1883.748,3809.496,3873.943,3807.466,NA,TRUE,TRUE,NA,0,1.589,0.62,2.561,0.01,0.018,0.016,1.146,0.252,-0.205,0.159,-1.285,0.199,0.076,0.103,0.735,0.462,0.048,0.162,0.294,0.769,6.629,1.117,5.934,0,0.05,0.025,2.005,0.045,-0.096,0.108,-0.881,0.378,1.603,0.204,7.866,0,2.523,0.47,5.365,0,0.077,0.021,3.624,0,0.024,0.092,0.266,0.79,2.103,0.226,9.323,0,11.296,0.358,31.589,0,-0.363,0.047,-7.702,0,6.99,0.244,28.601,0,-0.066,0.066,-1.012,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.177,0.076,-2.329,0.02,-0.039,0.018,-2.183,0.029,-0.269,0.071,-3.788,0,-0.021,0.02,-1.045,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.21","0.1","02/24/2015"," 6:29 PM","b1_male_age_grip_proserecall.out"," C:\Users\novalis\Desktop\IALSA\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_grip_proserecall.out","octo","b1","male","age","grip","proserecall",161,5,NA,NA,-1916.039,3874.078,3938.788,3872.308,NA,TRUE,TRUE,NA,0,3.596,1.026,3.505,0,-0.008,0.032,-0.235,0.814,0.04,0.172,0.231,0.817,0.105,0.185,0.57,0.569,0.207,0.233,0.888,0.374,6.639,1.12,5.929,0,0.049,0.025,1.984,0.047,-0.123,0.105,-1.172,0.241,1.614,0.207,7.815,0,13.184,1.761,7.488,0,0.012,0.077,0.155,0.877,0.095,0.335,0.283,0.777,4.331,0.665,6.51,0,11.295,0.357,31.643,0,-0.345,0.048,-7.27,0,10.485,0.472,22.205,0,-0.152,0.09,-1.683,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.184,0.076,-2.407,0.016,-0.043,0.019,-2.211,0.027,-0.358,0.115,-3.119,0.002,0,0.047,0.007,0.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3","0.1","02/20/2015"," 2:27 PM","b1_male_age_pek_block.out"," unshared\octomult_12aug2010.dat","./studies/octo/physical-cognitive/Final//old/b1_male_age_pek_block.out","octo","b1","male","age","pek","block",151,5,NA,21,-3351.987,6745.975,6809.338,6742.875,6753.13779069767,TRUE,TRUE,NA,0,281.76,75.414,3.736,0,1.052,0.873,1.206,0.228,-4.118,7.076,-0.582,0.561,-10.476,9.549,-1.097,0.273,15.412,10.863,1.419,0.156,9797.1,1518.911,6.45,0,39.26,21.761,1.804,0.071,-293.481,164.062,-1.789,0.074,3395.412,423.662,8.014,0,44.125,5.63,7.837,0,0.064,0.072,0.894,0.371,0.055,0.407,0.136,0.892,8.966,1.025,8.745,0,430.609,15.042,28.628,0,-10.479,2.339,-4.48,0,13.247,0.884,14.983,0,-0.467,0.103,-4.541,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.892,4.187,-3.079,0.002,0.741,0.888,0.835,0.404,-0.531,0.223,-2.381,0.017,0.045,0.033,1.367,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
