study_name,process,subgroup,model_type,coefficient,subject_count,est,pval,se,wald,breed,species
eas,mmms,male,aeh,01,72,0.003,0.9325,0.035,0.085,intercept,1
eas,mmms,male,aeh,02,72,0.0655,0.173,0.048,1.363,intercept,2
eas,mmms,male,aeh,03,72,0.002,0.9365,0.0275,0.079,intercept,3
eas,mmms,male,aeh,04,72,NA,NA,NA,NA,intercept,4
eas,mmms,male,aeh,05,72,NA,NA,NA,NA,intercept,5
eas,mmms,male,aeh,06,72,NA,NA,NA,NA,intercept,6
eas,mmms,male,aeh,10,72,0.0025,0.982,0.192,0.01,slope,0
eas,mmms,male,aeh,11,72,-0.004,0.7355,0.0125,-0.338,slope,1
eas,mmms,male,aeh,12,72,0.0015,0.919,0.0155,0.1015,slope,2
eas,mmms,male,aeh,13,72,-0.001,0.8945,0.0105,-0.133,slope,3
eas,mmms,male,aeh,14,72,NA,NA,NA,NA,slope,4
eas,mmms,male,aeh,15,72,NA,NA,NA,NA,slope,5
eas,mmms,male,aeh,16,72,NA,NA,NA,NA,slope,6
eas,mmms,male,aehplus,00,72,26.68,0,0.7955,33.8925,intercept,0
eas,mmms,male,aehplus,01,72,-0.001,0.976,0.0415,-0.03,intercept,1
eas,mmms,male,aehplus,02,72,0.061,0.3355,0.064,0.963,intercept,2
eas,mmms,male,aehplus,03,72,0.002,0.9565,0.0335,0.054,intercept,3
eas,mmms,male,aehplus,04,72,-0.2195,0.617,0.441,-0.5005,intercept,4
eas,mmms,male,aehplus,05,72,0.0645,0.9205,0.651,0.0995,intercept,5
eas,mmms,male,aehplus,06,72,-0.09,0.843,0.455,-0.1985,intercept,6
eas,mmms,male,aehplus,10,72,-0.06,0.836,0.2905,-0.207,slope,0
eas,mmms,male,aehplus,11,72,-0.003,0.857,0.0155,-0.18,slope,1
eas,mmms,male,aehplus,12,72,0.002,0.913,0.0195,0.109,slope,2
eas,mmms,male,aehplus,13,72,-0.001,0.935,0.0115,-0.081,slope,3
eas,mmms,male,aehplus,14,72,0.065,0.626,0.134,0.487,slope,4
eas,mmms,male,aehplus,15,72,-0.031,0.9065,0.276,-0.1175,slope,5
eas,mmms,male,aehplus,16,72,0.0285,0.8575,0.1585,0.18,slope,6
eas,mmms,male,full,00,72,26.875,0,1.0445,25.82,intercept,0
eas,mmms,male,full,01,72,-0.0035,0.931,0.0415,-0.0865,intercept,1
eas,mmms,male,full,02,72,0.0615,0.3695,0.069,0.903,intercept,2
eas,mmms,male,full,03,72,-5e-04,0.991,0.0405,-0.0115,intercept,3
eas,mmms,male,full,04,72,-0.295,0.5415,0.4875,-0.6125,intercept,4
eas,mmms,male,full,05,72,0.137,0.845,0.7035,0.1955,intercept,5
eas,mmms,male,full,06,72,-0.0265,0.9545,0.46,-0.0575,intercept,6
eas,mmms,male,full,10,72,-0.031,0.9275,0.3395,-0.0905,slope,0
eas,mmms,male,full,11,72,-0.0035,0.8395,0.017,-0.2025,slope,1
eas,mmms,male,full,12,72,0.001,0.947,0.021,0.0665,slope,2
eas,mmms,male,full,13,72,5e-04,0.974,0.015,0.033,slope,3
eas,mmms,male,full,14,72,0.0575,0.706,0.153,0.3775,slope,4
eas,mmms,male,full,15,72,-0.0305,0.903,0.261,-0.122,slope,5
eas,mmms,male,full,16,72,0.042,0.8035,0.169,0.249,slope,6
eas,pef,female,a,00,592,317.521,0,13.058,23.85,intercept,0
eas,pef,female,a,01,592,-4.291,0.001,1.331,-3.224,intercept,1
eas,pef,female,a,02,592,NA,NA,NA,NA,intercept,2
eas,pef,female,a,03,592,NA,NA,NA,NA,intercept,3
eas,pef,female,a,04,592,NA,NA,NA,NA,intercept,4
eas,pef,female,a,05,592,NA,NA,NA,NA,intercept,5
eas,pef,female,a,06,592,NA,NA,NA,NA,intercept,6
eas,pef,female,a,10,592,-12.733,0,2.886,-4.181,slope,0
eas,pef,female,a,11,592,-0.226,0.509,0.343,-0.66,slope,1
eas,pef,female,a,12,592,NA,NA,NA,NA,slope,2
eas,pef,female,a,13,592,NA,NA,NA,NA,slope,3
eas,pef,female,a,14,592,NA,NA,NA,NA,slope,4
eas,pef,female,a,15,592,NA,NA,NA,NA,slope,5
eas,pef,female,a,16,592,NA,NA,NA,NA,slope,6
eas,pef,female,ae,00,586,311.32,0,20.6675,15.0155,intercept,0
eas,pef,female,ae,01,586,-4.0485,0.003,1.3595,-3.0925,intercept,1
eas,pef,female,ae,02,586,0.9805,0.624,2.2335,0.4905,intercept,2
eas,pef,female,ae,03,586,NA,NA,NA,NA,intercept,3
eas,pef,female,ae,04,586,NA,NA,NA,NA,intercept,4
eas,pef,female,ae,05,586,NA,NA,NA,NA,intercept,5
eas,pef,female,ae,06,586,NA,NA,NA,NA,intercept,6
eas,pef,female,ae,10,586,-10.3385,0.04,5.0315,-2.0985,slope,0
eas,pef,female,ae,11,586,-0.2655,0.3865,0.3445,-0.868,slope,1
eas,pef,female,ae,12,586,-0.439,0.4055,0.599,-0.8365,slope,2
eas,pef,female,ae,13,586,NA,NA,NA,NA,slope,3
eas,pef,female,ae,14,586,NA,NA,NA,NA,slope,4
eas,pef,female,ae,15,586,NA,NA,NA,NA,slope,5
eas,pef,female,ae,16,586,NA,NA,NA,NA,slope,6
eas,pef,female,aeh,00,150,332.631,0,24.491,13.5385,intercept,0
eas,pef,female,aeh,01,150,-4.2095,0.017,1.77,-2.4,intercept,1
eas,pef,female,aeh,02,150,-1.582,0.558,2.6725,-0.586,intercept,2
eas,pef,female,aeh,03,150,0.545,0.631,1.1645,0.481,intercept,3
eas,pef,female,aeh,04,150,NA,NA,NA,NA,intercept,4
eas,pef,female,aeh,05,150,NA,NA,NA,NA,intercept,5
eas,pef,female,aeh,06,150,NA,NA,NA,NA,intercept,6
eas,pef,female,aeh,10,150,-26.3075,0,5.942,-4.554,slope,0
eas,pef,female,aeh,11,150,0.163,0.6295,0.43,0.4905,slope,1
eas,pef,female,aeh,12,150,0.5605,0.4255,0.7025,0.797,slope,2
eas,pef,female,aeh,13,150,0.5565,0.0565,0.282,1.9075,slope,3
eas,pef,female,aeh,14,150,NA,NA,NA,NA,slope,4
eas,pef,female,aeh,15,150,NA,NA,NA,NA,slope,5
eas,pef,female,aeh,16,150,NA,NA,NA,NA,slope,6
eas,pef,female,aehplus,00,150,344.9055,0,25.827,13.2925,intercept,0
eas,pef,female,aehplus,01,150,-4.2805,0.0205,1.828,-2.314,intercept,1
eas,pef,female,aehplus,02,150,-2.124,0.436,2.748,-0.779,intercept,2
eas,pef,female,aehplus,03,150,0.4595,0.715,1.2235,0.3655,intercept,3
eas,pef,female,aehplus,04,150,-0.4405,0.975,15.45,-0.031,intercept,4
eas,pef,female,aehplus,05,150,-22.004,0.459,30.234,-0.7405,intercept,5
eas,pef,female,aehplus,06,150,-26.185,0.3035,25.4415,-1.029,intercept,6
eas,pef,female,aehplus,10,150,-28.6275,0,6.969,-4.1085,slope,0
eas,pef,female,aehplus,11,150,0.16,0.736,0.4865,0.3385,slope,1
eas,pef,female,aehplus,12,150,0.7085,0.349,0.756,0.937,slope,2
eas,pef,female,aehplus,13,150,0.5935,0.0395,0.281,2.0605,slope,3
eas,pef,female,aehplus,14,150,1.8985,0.5595,3.338,0.585,slope,4
eas,pef,female,aehplus,15,150,2.864,0.7905,9.889,0.266,slope,5
eas,pef,female,aehplus,16,150,-0.552,0.942,8.6585,-0.0735,slope,6
eas,pef,female,full,00,150,338.481,0,26.693,12.601,intercept,0
eas,pef,female,full,01,150,-4.35,0.02,1.831,-2.33,intercept,1
eas,pef,female,full,02,150,-2.061,0.437,2.712,-0.776,intercept,2
eas,pef,female,full,03,150,0.319,0.806,1.237,0.246,intercept,3
eas,pef,female,full,04,150,-0.14,0.993,15.992,-0.009,intercept,4
eas,pef,female,full,05,150,-22.834,0.455,31.596,-0.746,intercept,5
eas,pef,female,full,06,150,-27.789,0.284,25.937,-1.071,intercept,6
eas,pef,female,full,10,150,-26.654,0.001,7.659,-3.48,slope,0
eas,pef,female,full,11,150,0.154,0.772,0.532,0.29,slope,1
eas,pef,female,full,12,150,0.697,0.353,0.755,0.928,slope,2
eas,pef,female,full,13,150,0.644,0.03,0.287,2.173,slope,3
eas,pef,female,full,14,150,1.882,0.64,4.021,0.468,slope,4
eas,pef,female,full,15,150,2.438,0.791,10.17,0.265,slope,5
eas,pef,female,full,16,150,-0.184,0.985,9.405,-0.019,slope,6
eas,pef,male,a,00,377,454.787,0,30.102,15.12,intercept,0
eas,pef,male,a,01,377,-4.693,0.152,3.317,-1.434,intercept,1
eas,pef,male,a,02,377,NA,NA,NA,NA,intercept,2
eas,pef,male,a,03,377,NA,NA,NA,NA,intercept,3
eas,pef,male,a,04,377,NA,NA,NA,NA,intercept,4
eas,pef,male,a,05,377,NA,NA,NA,NA,intercept,5
eas,pef,male,a,06,377,NA,NA,NA,NA,intercept,6
eas,pef,male,a,10,377,-15.221,0.095,9.104,-1.672,slope,0
eas,pef,male,a,11,377,-0.242,0.799,0.942,-0.255,slope,1
eas,pef,male,a,12,377,NA,NA,NA,NA,slope,2
eas,pef,male,a,13,377,NA,NA,NA,NA,slope,3
eas,pef,male,a,14,377,NA,NA,NA,NA,slope,4
eas,pef,male,a,15,377,NA,NA,NA,NA,slope,5
eas,pef,male,a,16,377,NA,NA,NA,NA,slope,6
eas,pef,male,ae,00,372,444.647,0,47.437,9.343,intercept,0
eas,pef,male,ae,01,372,-4.4995,0.1925,3.2645,-1.3085,intercept,1
eas,pef,male,ae,02,372,0.7845,0.878,5.2045,0.1535,intercept,2
eas,pef,male,ae,03,372,NA,NA,NA,NA,intercept,3
eas,pef,male,ae,04,372,NA,NA,NA,NA,intercept,4
eas,pef,male,ae,05,372,NA,NA,NA,NA,intercept,5
eas,pef,male,ae,06,372,NA,NA,NA,NA,intercept,6
eas,pef,male,ae,10,372,-14.734,0.299,13.7855,-1.0535,slope,0
eas,pef,male,ae,11,372,-0.2935,0.7475,0.95,-0.3215,slope,1
eas,pef,male,ae,12,372,-0.012,0.978,1.139,-0.012,slope,2
eas,pef,male,ae,13,372,NA,NA,NA,NA,slope,3
eas,pef,male,ae,14,372,NA,NA,NA,NA,slope,4
eas,pef,male,ae,15,372,NA,NA,NA,NA,slope,5
eas,pef,male,ae,16,372,NA,NA,NA,NA,slope,6
eas,pef,male,aeh,00,72,412.5155,0,62.9805,6.522,intercept,0
eas,pef,male,aeh,01,72,-4.7625,0.3465,5.059,-0.942,intercept,1
eas,pef,male,aeh,02,72,5.898,0.3515,6.376,0.9325,intercept,2
eas,pef,male,aeh,03,72,3.2555,0.2635,2.9135,1.118,intercept,3
eas,pef,male,aeh,04,72,NA,NA,NA,NA,intercept,4
eas,pef,male,aeh,05,72,NA,NA,NA,NA,intercept,5
eas,pef,male,aeh,06,72,NA,NA,NA,NA,intercept,6
eas,pef,male,aeh,10,72,-29.2055,0.2995,29.0515,-1.043,slope,0
eas,pef,male,aeh,11,72,0.3915,0.8465,2.021,0.1935,slope,1
eas,pef,male,aeh,12,72,0.38,0.791,1.7735,0.2655,slope,2
eas,pef,male,aeh,13,72,-0.1935,0.85,1.054,-0.1885,slope,3
eas,pef,male,aeh,14,72,NA,NA,NA,NA,slope,4
eas,pef,male,aeh,15,72,NA,NA,NA,NA,slope,5
eas,pef,male,aeh,16,72,NA,NA,NA,NA,slope,6
eas,pef,male,aehplus,00,72,449.943,0,90.9695,4.9315,intercept,0
eas,pef,male,aehplus,01,72,-5.1525,0.412,6.596,-0.824,intercept,1
eas,pef,male,aehplus,02,72,4.9945,0.52,7.949,0.644,intercept,2
eas,pef,male,aehplus,03,72,3.356,0.341,3.736,0.9525,intercept,3
eas,pef,male,aehplus,04,72,-29.246,0.683,70.395,-0.4085,intercept,4
eas,pef,male,aehplus,05,72,-23.907,0.7425,78.802,-0.329,intercept,5
eas,pef,male,aehplus,06,72,-12.4465,0.847,63.7805,-0.1935,intercept,6
eas,pef,male,aehplus,10,72,-32.0195,0.338,35.0055,-0.975,slope,0
eas,pef,male,aehplus,11,72,0.4385,0.8625,2.514,0.1735,slope,1
eas,pef,male,aehplus,12,72,0.3225,0.8795,2.155,0.152,slope,2
eas,pef,male,aehplus,13,72,-0.193,0.8865,1.354,-0.143,slope,3
eas,pef,male,aehplus,14,72,3.778,0.8325,20.0215,0.212,slope,4
eas,pef,male,aehplus,15,72,-1.932,0.879,22.167,-0.05,slope,5
eas,pef,male,aehplus,16,72,-1.9205,0.909,20.415,-0.1055,slope,6
eas,pef,male,full,00,72,467.799,0.002,151.549,3.114,intercept,0
eas,pef,male,full,01,72,-5.387,0.481,7.383,-0.705,intercept,1
eas,pef,male,full,02,72,4.812,0.607,9.86,0.514,intercept,2
eas,pef,male,full,03,72,3.204,0.454,4.642,0.749,intercept,3
eas,pef,male,full,04,72,-35.409,0.703,103.706,-0.382,intercept,4
eas,pef,male,full,05,72,-18.28,0.813,84.507,-0.236,intercept,5
eas,pef,male,full,06,72,-1.122,0.985,61.346,-0.018,intercept,6
eas,pef,male,full,10,72,-29.381,0.56,47.627,-0.583,slope,0
eas,pef,male,full,11,72,0.444,0.883,2.931,0.147,slope,1
eas,pef,male,full,12,72,0.376,0.865,2.419,0.171,slope,2
eas,pef,male,full,13,72,-0.108,0.946,1.608,-0.068,slope,3
eas,pef,male,full,14,72,3.206,0.898,23.223,0.128,slope,4
eas,pef,male,full,15,72,-1.167,0.93,24.212,-0.048,slope,5
eas,pef,male,full,16,72,-3.373,0.88,26.151,-0.151,slope,6
eas,symbol,female,a,00,592,45.315,0,1.24,36.552,intercept,0
eas,symbol,female,a,01,592,-0.608,0,0.128,-4.73,intercept,1
eas,symbol,female,a,02,592,NA,NA,NA,NA,intercept,2
eas,symbol,female,a,03,592,NA,NA,NA,NA,intercept,3
eas,symbol,female,a,04,592,NA,NA,NA,NA,intercept,4
eas,symbol,female,a,05,592,NA,NA,NA,NA,intercept,5
eas,symbol,female,a,06,592,NA,NA,NA,NA,intercept,6
eas,symbol,female,a,10,592,0.553,0.015,0.231,2.442,slope,0
eas,symbol,female,a,11,592,-0.048,0.049,0.024,-1.968,slope,1
eas,symbol,female,a,12,592,NA,NA,NA,NA,slope,2
eas,symbol,female,a,13,592,NA,NA,NA,NA,slope,3
eas,symbol,female,a,14,592,NA,NA,NA,NA,slope,4
eas,symbol,female,a,15,592,NA,NA,NA,NA,slope,5
eas,symbol,female,a,16,592,NA,NA,NA,NA,slope,6
eas,symbol,female,ae,00,592,32.631,0,1.644,19.871,intercept,0
eas,symbol,female,ae,01,592,-0.567,0,0.113,-5,intercept,1
eas,symbol,female,ae,02,592,2.008,0,0.176,11.435,intercept,2
eas,symbol,female,ae,03,592,NA,NA,NA,NA,intercept,3
eas,symbol,female,ae,04,592,NA,NA,NA,NA,intercept,4
eas,symbol,female,ae,05,592,NA,NA,NA,NA,intercept,5
eas,symbol,female,ae,06,592,NA,NA,NA,NA,intercept,6
eas,symbol,female,ae,10,592,1.032,0.019,0.444,2.341,slope,0
eas,symbol,female,ae,11,592,-0.049,0.047,0.025,-1.99,slope,1
eas,symbol,female,ae,12,592,-0.077,0.113,0.047,-1.587,slope,2
eas,symbol,female,ae,13,592,NA,NA,NA,NA,slope,3
eas,symbol,female,ae,14,592,NA,NA,NA,NA,slope,4
eas,symbol,female,ae,15,592,NA,NA,NA,NA,slope,5
eas,symbol,female,ae,16,592,NA,NA,NA,NA,slope,6
eas,symbol,female,aeh,00,150,39.725,0,3.033,13.138,intercept,0
eas,symbol,female,aeh,01,150,-0.37,0.144,0.254,-1.462,intercept,1
eas,symbol,female,aeh,02,150,1.856,0,0.345,5.464,intercept,2
eas,symbol,female,aeh,03,150,0.08,0.664,0.179,0.434,intercept,3
eas,symbol,female,aeh,04,150,NA,NA,NA,NA,intercept,4
eas,symbol,female,aeh,05,150,NA,NA,NA,NA,intercept,5
eas,symbol,female,aeh,06,150,NA,NA,NA,NA,intercept,6
eas,symbol,female,aeh,10,150,0.255,0.669,0.592,0.428,slope,0
eas,symbol,female,aeh,11,150,-0.053,0.079,0.032,-1.754,slope,1
eas,symbol,female,aeh,12,150,-0.042,0.54,0.067,-0.613,slope,2
eas,symbol,female,aeh,13,150,0.003,0.899,0.028,0.127,slope,3
eas,symbol,female,aeh,14,150,NA,NA,NA,NA,slope,4
eas,symbol,female,aeh,15,150,NA,NA,NA,NA,slope,5
eas,symbol,female,aeh,16,150,NA,NA,NA,NA,slope,6
eas,symbol,female,aehplus,00,150,41.226,0,3.255,12.665,intercept,0
eas,symbol,female,aehplus,01,150,-0.404,0.129,0.266,-1.519,intercept,1
eas,symbol,female,aehplus,02,150,1.763,0,0.348,4.949,intercept,2
eas,symbol,female,aehplus,03,150,0.054,0.783,0.202,0.276,intercept,3
eas,symbol,female,aehplus,04,150,2.34,0.285,2.189,1.069,intercept,4
eas,symbol,female,aehplus,05,150,-5.039,0.421,6.402,-0.806,intercept,5
eas,symbol,female,aehplus,06,150,-6.677,0.014,2.745,-2.451,intercept,6
eas,symbol,female,aehplus,10,150,0.324,0.598,0.616,0.527,slope,0
eas,symbol,female,aehplus,11,150,-0.054,0.094,0.034,-1.673,slope,1
eas,symbol,female,aehplus,12,150,-0.05,0.494,0.073,-0.683,slope,2
eas,symbol,female,aehplus,13,150,0.006,0.887,0.031,0.141,slope,3
eas,symbol,female,aehplus,14,150,0.032,0.926,0.397,0.093,slope,4
eas,symbol,female,aehplus,15,150,0.051,0.929,0.769,0.089,slope,5
eas,symbol,female,aehplus,16,150,-0.273,0.627,0.525,-0.486,slope,6
eas,symbol,female,full,00,150,40.95,0,3.382,12.108,intercept,0
eas,symbol,female,full,01,150,-0.407,0.138,0.274,-1.484,intercept,1
eas,symbol,female,full,02,150,1.77,0,0.359,4.799,intercept,2
eas,symbol,female,full,03,150,0.053,0.793,0.208,0.263,intercept,3
eas,symbol,female,full,04,150,2.342,0.308,2.297,1.02,intercept,4
eas,symbol,female,full,05,150,-5.056,0.452,6.87,-0.752,intercept,5
eas,symbol,female,full,06,150,-6.74,0.017,2.816,-2.397,intercept,6
eas,symbol,female,full,10,150,0.454,0.45,0.601,0.756,slope,0
eas,symbol,female,full,11,150,-0.052,0.118,0.037,-1.564,slope,1
eas,symbol,female,full,12,150,-0.053,0.483,0.074,-0.701,slope,2
eas,symbol,female,full,13,150,0.005,0.877,0.032,0.155,slope,3
eas,symbol,female,full,14,150,0.031,0.932,0.429,0.085,slope,4
eas,symbol,female,full,15,150,0.051,0.93,0.767,0.088,slope,5
eas,symbol,female,full,16,150,-0.243,0.661,0.555,-0.438,slope,6
eas,symbol,male,a,00,377,39.386,0,1.322,29.874,intercept,0
eas,symbol,male,a,01,377,-0.289,0.035,0.138,-2.108,intercept,1
eas,symbol,male,a,02,377,NA,NA,NA,NA,intercept,2
eas,symbol,male,a,03,377,NA,NA,NA,NA,intercept,3
eas,symbol,male,a,04,377,NA,NA,NA,NA,intercept,4
eas,symbol,male,a,05,377,NA,NA,NA,NA,intercept,5
eas,symbol,male,a,06,377,NA,NA,NA,NA,intercept,6
eas,symbol,male,a,10,377,0.523,0.142,0.349,1.468,slope,0
eas,symbol,male,a,11,377,-0.061,0.1,0.037,-1.643,slope,1
eas,symbol,male,a,12,377,NA,NA,NA,NA,slope,2
eas,symbol,male,a,13,377,NA,NA,NA,NA,slope,3
eas,symbol,male,a,14,377,NA,NA,NA,NA,slope,4
eas,symbol,male,a,15,377,NA,NA,NA,NA,slope,5
eas,symbol,male,a,16,377,NA,NA,NA,NA,slope,6
eas,symbol,male,ae,00,377,38.887,0,1.454,26.742,intercept,0
eas,symbol,male,ae,01,377,-0.285,0.038,0.138,-2.075,intercept,1
eas,symbol,male,ae,02,377,0.064,0.373,0.076,0.892,intercept,2
eas,symbol,male,ae,03,377,NA,NA,NA,NA,intercept,3
eas,symbol,male,ae,04,377,NA,NA,NA,NA,intercept,4
eas,symbol,male,ae,05,377,NA,NA,NA,NA,intercept,5
eas,symbol,male,ae,06,377,NA,NA,NA,NA,intercept,6
eas,symbol,male,ae,10,377,1.047,0.088,0.63,1.706,slope,0
eas,symbol,male,ae,11,377,-0.064,0.087,0.038,-1.71,slope,1
eas,symbol,male,ae,12,377,-0.072,0.299,0.073,-1.04,slope,2
eas,symbol,male,ae,13,377,NA,NA,NA,NA,slope,3
eas,symbol,male,ae,14,377,NA,NA,NA,NA,slope,4
eas,symbol,male,ae,15,377,NA,NA,NA,NA,slope,5
eas,symbol,male,ae,16,377,NA,NA,NA,NA,slope,6
eas,symbol,male,aeh,00,72,38.351,0,4.975,7.708,intercept,0
eas,symbol,male,aeh,01,72,-0.138,0.665,0.32,-0.433,intercept,1
eas,symbol,male,aeh,02,72,1.328,0.029,0.582,2.187,intercept,2
eas,symbol,male,aeh,03,72,0.118,0.702,0.259,0.382,intercept,3
eas,symbol,male,aeh,04,72,NA,NA,NA,NA,intercept,4
eas,symbol,male,aeh,05,72,NA,NA,NA,NA,intercept,5
eas,symbol,male,aeh,06,72,NA,NA,NA,NA,intercept,6
eas,symbol,male,aeh,10,72,0.868,0.676,1.621,0.418,slope,0
eas,symbol,male,aeh,11,72,-0.042,0.661,0.085,-0.439,slope,1
eas,symbol,male,aeh,12,72,-0.166,0.312,0.164,-1.012,slope,2
eas,symbol,male,aeh,13,72,-0.003,0.925,0.063,-0.045,slope,3
eas,symbol,male,aeh,14,72,NA,NA,NA,NA,slope,4
eas,symbol,male,aeh,15,72,NA,NA,NA,NA,slope,5
eas,symbol,male,aeh,16,72,NA,NA,NA,NA,slope,6
eas,symbol,male,aehplus,00,72,40.182,0,10.255,3.918,intercept,0
eas,symbol,male,aehplus,01,72,-0.123,0.742,0.373,-0.329,intercept,1
eas,symbol,male,aehplus,02,72,1.296,0.078,0.75,1.763,intercept,2
eas,symbol,male,aehplus,03,72,0.117,0.732,0.33,0.342,intercept,3
eas,symbol,male,aehplus,04,72,0.33,0.958,5.024,0.052,intercept,4
eas,symbol,male,aehplus,05,72,-4.752,0.441,6.174,-0.77,intercept,5
eas,symbol,male,aehplus,06,72,-4.305,0.346,4.604,-0.943,intercept,6
eas,symbol,male,aehplus,10,72,0.658,0.786,2.238,0.271,slope,0
eas,symbol,male,aehplus,11,72,-0.043,0.711,0.095,-0.37,slope,1
eas,symbol,male,aehplus,12,72,-0.158,0.341,0.166,-0.953,slope,2
eas,symbol,male,aehplus,13,72,0,0.981,0.084,0.004,slope,3
eas,symbol,male,aehplus,14,72,-0.043,0.914,0.965,-0.043,slope,4
eas,symbol,male,aehplus,15,72,0.555,0.731,1.615,0.344,slope,5
eas,symbol,male,aehplus,16,72,0.252,0.804,1.013,0.248,slope,6
eas,symbol,male,full,00,72,39.354,0,11.125,3.537,intercept,0
eas,symbol,male,full,01,72,-0.119,0.781,0.429,-0.278,intercept,1
eas,symbol,male,full,02,72,1.293,0.091,0.783,1.689,intercept,2
eas,symbol,male,full,03,72,0.109,0.733,0.349,0.341,intercept,3
eas,symbol,male,full,04,72,0.531,0.932,6.25,0.085,intercept,4
eas,symbol,male,full,05,72,-4.881,0.477,6.803,-0.712,intercept,5
eas,symbol,male,full,06,72,-4.646,0.358,4.996,-0.919,intercept,6
eas,symbol,male,full,10,72,0.645,0.825,2.267,0.221,slope,0
eas,symbol,male,full,11,72,-0.042,0.76,0.104,-0.305,slope,1
eas,symbol,male,full,12,72,-0.156,0.407,0.188,-0.83,slope,2
eas,symbol,male,full,13,72,0.005,0.956,0.09,0.055,slope,3
eas,symbol,male,full,14,72,-0.107,0.93,1.105,-0.088,slope,4
eas,symbol,male,full,15,72,0.557,0.737,1.661,0.335,slope,5
eas,symbol,male,full,16,72,0.342,0.769,1.161,0.294,slope,6
eas,trailsb,female,a,00,580,124.949,0,7.189,17.365,intercept,0
eas,trailsb,female,a,01,580,2.564,0,0.638,4,intercept,1
eas,trailsb,female,a,02,580,NA,NA,NA,NA,intercept,2
eas,trailsb,female,a,03,580,NA,NA,NA,NA,intercept,3
eas,trailsb,female,a,04,580,NA,NA,NA,NA,intercept,4
eas,trailsb,female,a,05,580,NA,NA,NA,NA,intercept,5
eas,trailsb,female,a,06,580,NA,NA,NA,NA,intercept,6
eas,trailsb,female,a,10,580,1.076,0.418,1.328,0.811,slope,0
eas,trailsb,female,a,11,580,0.255,0.053,0.136,1.935,slope,1
eas,trailsb,female,a,12,580,NA,NA,NA,NA,slope,2
eas,trailsb,female,a,13,580,NA,NA,NA,NA,slope,3
eas,trailsb,female,a,14,580,NA,NA,NA,NA,slope,4
eas,trailsb,female,a,15,580,NA,NA,NA,NA,slope,5
eas,trailsb,female,a,16,580,NA,NA,NA,NA,slope,6
eas,trailsb,female,ae,00,580,172.264,0,7.571,22.718,intercept,0
eas,trailsb,female,ae,01,580,2.395,0,0.583,4.096,intercept,1
eas,trailsb,female,ae,02,580,-7.392,0,0.9,-8.21,intercept,2
eas,trailsb,female,ae,03,580,NA,NA,NA,NA,intercept,3
eas,trailsb,female,ae,04,580,NA,NA,NA,NA,intercept,4
eas,trailsb,female,ae,05,580,NA,NA,NA,NA,intercept,5
eas,trailsb,female,ae,06,580,NA,NA,NA,NA,intercept,6
eas,trailsb,female,ae,10,580,1.118,0.597,2.084,0.528,slope,0
eas,trailsb,female,ae,11,580,0.255,0.066,0.14,1.839,slope,1
eas,trailsb,female,ae,12,580,-0.007,0.975,0.225,-0.029,slope,2
eas,trailsb,female,ae,13,580,NA,NA,NA,NA,slope,3
eas,trailsb,female,ae,14,580,NA,NA,NA,NA,slope,4
eas,trailsb,female,ae,15,580,NA,NA,NA,NA,slope,5
eas,trailsb,female,ae,16,580,NA,NA,NA,NA,slope,6
eas,trailsb,female,aeh,00,150,170.191,0,17.511,9.653,intercept,0
eas,trailsb,female,aeh,01,150,1.634,0.229,1.324,1.203,intercept,1
eas,trailsb,female,aeh,02,150,-7.524,0,1.926,-3.906,intercept,2
eas,trailsb,female,aeh,03,150,-0.022,0.978,0.785,-0.028,intercept,3
eas,trailsb,female,aeh,04,150,NA,NA,NA,NA,intercept,4
eas,trailsb,female,aeh,05,150,NA,NA,NA,NA,intercept,5
eas,trailsb,female,aeh,06,150,NA,NA,NA,NA,intercept,6
eas,trailsb,female,aeh,10,150,3.311,0.426,4.628,0.796,slope,0
eas,trailsb,female,aeh,11,150,0.211,0.434,0.281,0.783,slope,1
eas,trailsb,female,aeh,12,150,-0.238,0.627,0.551,-0.486,slope,2
eas,trailsb,female,aeh,13,150,0.018,0.919,0.181,0.101,slope,3
eas,trailsb,female,aeh,14,150,NA,NA,NA,NA,slope,4
eas,trailsb,female,aeh,15,150,NA,NA,NA,NA,slope,5
eas,trailsb,female,aeh,16,150,NA,NA,NA,NA,slope,6
eas,trailsb,female,aehplus,00,150,162.47,0,19.41,8.304,intercept,0
eas,trailsb,female,aehplus,01,150,1.81,0.204,1.395,1.27,intercept,1
eas,trailsb,female,aehplus,02,150,-6.998,0.001,2.042,-3.391,intercept,2
eas,trailsb,female,aehplus,03,150,0.118,0.896,0.884,0.131,intercept,3
eas,trailsb,female,aehplus,04,150,-11.489,0.17,8.296,-1.372,intercept,4
eas,trailsb,female,aehplus,05,150,26.906,0.162,19.192,1.399,intercept,5
eas,trailsb,female,aehplus,06,150,31.072,0.072,17.17,1.798,intercept,6
eas,trailsb,female,aehplus,10,150,3.437,0.492,5.709,0.686,slope,0
eas,trailsb,female,aehplus,11,150,0.196,0.544,0.315,0.607,slope,1
eas,trailsb,female,aehplus,12,150,-0.249,0.629,0.596,-0.483,slope,2
eas,trailsb,female,aehplus,13,150,-0.008,0.97,0.223,-0.037,slope,3
eas,trailsb,female,aehplus,14,150,-0.375,0.89,2.704,-0.139,slope,4
eas,trailsb,female,aehplus,15,150,-2.06,0.77,7.644,-0.292,slope,5
