study name,process a,process b,subgroup,model type,n,r intercept,r slope,r residual
satsa,fev,fig_mem,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,female,a,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,female,ae,490,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,female,aeh,478,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,female,aehplus,410,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,male,aeh,337,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,fig_mem,male,aehplus,299,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,female,a,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,female,ae,490,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,female,aeh,479,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,female,aehplus,411,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,information,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,female,a,511,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,female,ae,489,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,female,aeh,480,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,female,aehplus,412,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,male,a,346,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,mmms,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,female,a,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,female,ae,490,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,female,aeh,476,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,female,aehplus,408,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,male,aeh,337,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,rotate,male,aehplus,299,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,female,a,508,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,female,ae,486,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,female,aeh,477,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,female,aehplus,408,"  0.10(0.08),p=.23"," -0.16(0.20),p=.43","  0.03(0.04),p=.50"
satsa,fev,symbol,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,symbol,male,aehplus,299,"  0.21(0.08),p=.01","  0.19(0.33),p=.57","  0.00(0.05),p=.99"
satsa,fev,synonyms,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,female,a,509,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,female,ae,487,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,female,aeh,478,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,female,aehplus,410,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,synonyms,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,analogies,female,a,508,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,analogies,female,ae,486,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,analogies,female,aeh,477,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,analogies,female,aehplus,410,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,analogies,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,analogies,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,analogies,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,analogies,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,block,female,aehplus,409,"  0.20(0.09),p=.03","  0.05(0.38),p=.89","  0.11(0.04),p<.01"
satsa,grip,block,male,aehplus,298,"  0.36(0.09),p<.01","  0.65(0.39),p=.10","  0.11(0.04),p=.01"
satsa,grip,digit_b,female,aehplus,409,"  0.12(0.13),p=.35","  0.34(0.33),p=.31","  0.04(0.03),p=.27"
satsa,grip,digit_b,male,aehplus,299,"  0.29(0.13),p=.02","  0.39(1.05),p=.71"," -0.03(0.05),p=.59"
satsa,grip,digit_f,female,aehplus,409," -0.03(0.11),p=.77","  0.58(0.84),p=.49","  0.03(0.03),p=.32"
satsa,grip,digit_f,male,aehplus,299,"  0.18(0.13),p=.17","  0.35(0.87),p=.69","  0.03(0.05),p=.47"
satsa,grip,fig_id,female,a,508,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,fig_id,female,ae,486,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,fig_id,female,aeh,477,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,fig_id,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,fig_id,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,fig_id,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,information,female,a,510,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,information,female,ae,488,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,information,female,aeh,479,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,information,female,aehplus,411,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,information,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,information,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,information,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,information,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,mmms,female,a,511,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,mmms,female,ae,489,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,mmms,female,aeh,480,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,mmms,female,aehplus,412,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,mmms,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,mmms,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,mmms,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,mmms,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,symbol,female,a,508,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,symbol,female,ae,486,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,symbol,female,aeh,477,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,symbol,female,aehplus,409,"  0.23(0.10),p=.02","  0.39(0.28),p=.17","  0.11(0.04),p<.01"
satsa,grip,symbol,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,symbol,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,symbol,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,symbol,male,aehplus,299,"  0.28(0.09),p<.01"," -0.05(0.41),p=.91","  0.12(0.05),p=.01"
satsa,grip,synonyms,female,a,508,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,synonyms,female,ae,486,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,synonyms,female,aeh,477,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,synonyms,female,aehplus,410,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,synonyms,male,a,347,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,synonyms,male,ae,341,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,synonyms,male,aeh,338,"--,p=  ----","--,p=  ----","--,p=  ----"
satsa,grip,synonyms,male,aehplus,300,"--,p=  ----","--,p=  ----","--,p=  ----"
