"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.3",0.1,"09/15/2015","10:10 AM","u2_male_aeh_walking_nocog_gait_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/Gait/u2_male_aeh_walking_nocog_gait_nocogspec.out","eas","u2","male","aeh","gait","nocogspec",70,8,NA,19,-823.308,1684.616,1727.337,1667.489,1699.816,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.133,11.489,0.186,0.853,252.229,166.426,1.516,0.13,6.986,47.19,0.148,0.882,-16.159,85.452,-0.189,0.85,71.666,14.092,5.086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.432,13.872,7.168,0,2.112,9.796,0.216,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.884,0.007,0.995,-0.498,0.638,-0.78,0.435,NA,NA,NA,NA,NA,NA,NA,NA,0.971,1.119,0.868,0.386,-0.53,0.822,-0.645,0.519,NA,NA,NA,NA,NA,NA,NA,NA,0.057,0.548,0.103,0.918,0.063,0.422,0.15,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"09/15/2015","10:09 AM","u2_male_aehplus_walking_nocog_gait_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/Gait/u2_male_aehplus_walking_nocog_gait_nocogspec.out","eas","u2","male","aehplus","gait","nocogspec",70,8,NA,28,-820.981,1697.962,1760.92,1672.723,1737.57175609756,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.866,20.629,0.09,0.928,243.869,266.747,0.914,0.361,6.404,72.474,0.088,0.93,-16.112,143.529,-0.112,0.911,71.958,15.003,4.796,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.375,19.106,5.568,0,-2.288,15.298,-0.15,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.013,0.924,-0.014,0.989,-0.464,0.721,-0.643,0.52,NA,NA,NA,NA,NA,NA,NA,NA,0.902,1.342,0.672,0.502,-0.524,0.979,-0.536,0.592,NA,NA,NA,NA,NA,NA,NA,NA,-0.021,0.641,-0.033,0.974,0.139,0.498,0.279,0.78,NA,NA,NA,NA,NA,NA,NA,NA,-5.951,11.527,-0.516,0.606,5.042,9.264,0.544,0.586,NA,NA,NA,NA,NA,NA,NA,NA,-3.229,13.583,-0.238,0.812,0.41,10.404,0.039,0.969,NA,NA,NA,NA,NA,NA,NA,NA,-5.159,12.872,-0.401,0.689,0.208,10.446,0.02,0.984,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"09/15/2015","10:11 AM","u2_male_age_walking_nocog_gait_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/Gait/u2_male_age_walking_nocog_gait_nocogspec.out","eas","u2","male","age","gait","nocogspec",160,8,NA,13,-1945.451,3916.902,3956.879,3915.726,3919.39515068493,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.605,6.057,1.256,0.209,418.346,103.747,4.032,0,22.572,22.192,1.017,0.309,-47.928,47.53,-1.008,0.313,77.443,7.443,10.405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.59,4.646,23.158,0,-0.225,2.419,-0.093,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.844,0.488,-1.73,0.084,-0.254,0.265,-0.959,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"09/15/2015","10:08 AM","u2_male_full_walking_nocog_gait_nocogspec.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/Gait/u2_male_full_walking_nocog_gait_nocogspec.out","eas","u2","male","full","gait","nocogspec",70,8,NA,31,-819.751,1701.503,1771.206,1673.56,1753.71352631579,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.207,19.962,0.06,0.952,241.073,251.659,0.958,0.338,7.101,71.373,0.099,0.921,-15.525,134.628,-0.115,0.908,71.953,17.243,4.173,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.648,24.676,4.362,0,-1.861,17.908,-0.104,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,1.014,-0.01,0.992,-0.488,0.743,-0.657,0.511,NA,NA,NA,NA,NA,NA,NA,NA,0.952,1.564,0.609,0.543,-0.557,1.138,-0.489,0.625,NA,NA,NA,NA,NA,NA,NA,NA,0.001,0.692,0.001,0.999,0.106,0.579,0.184,0.854,NA,NA,NA,NA,NA,NA,NA,NA,-7.462,11.966,-0.624,0.533,5.937,9.239,0.643,0.52,NA,NA,NA,NA,NA,NA,NA,NA,-2.194,13.956,-0.157,0.875,-0.291,10.267,-0.028,0.977,NA,NA,NA,NA,NA,NA,NA,NA,-4.045,14.243,-0.284,0.776,-0.427,12.528,-0.034,0.973,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3",0.1,"11/29/2016","10:17 AM","b1_female_aehplus_muscle_fluency_grip_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/grip-2016-11-29/b1_female_aehplus_muscle_fluency_grip_bostonnaming.out","eas","b1","female","aehplus","grip","bostonnaming",363,5,NA,43,-4529.888,9145.775,9313.235,9176.815,9157.63706896552,TRUE,TRUE,NA,0,1.753,1.605,1.092,0.275,-0.079,0.133,-0.594,0.553,0.369,0.478,0.77,0.441,-0.335,0.532,-0.629,0.529,0.2,0.225,0.89,0.373,30.689,5.968,5.142,0,2.3,0.618,3.722,0,-4.251,1.745,-2.436,0.015,5.093,0.324,15.724,0,3.666,0.588,6.239,0,0.014,0.033,0.435,0.664,0.082,0.123,0.668,0.504,1.89,0.102,18.575,0,18.407,1.604,11.479,0,-0.937,0.564,-1.662,0.097,10.358,0.428,24.225,0,0.035,0.12,0.294,0.769,0.165,0.147,1.122,0.262,-0.434,0.816,-0.531,0.595,0.064,0.073,0.888,0.375,0.119,0.124,0.96,0.337,-0.088,0.038,-2.323,0.02,-0.057,0.027,-2.106,0.035,-0.01,0.007,-1.395,0.163,-0.155,0.153,-1.011,0.312,0.054,0.055,0.986,0.324,0.282,0.044,6.455,0,0,0.014,-0.028,0.977,0.239,0.072,3.307,0.001,-0.01,0.033,-0.309,0.757,-0.013,0.033,-0.39,0.697,0.004,0.01,0.426,0.67,0.771,0.904,0.853,0.394,-0.108,0.39,-0.277,0.782,0.046,0.167,0.278,0.781,0.014,0.081,0.177,0.859,1.462,2.224,0.657,0.511,-0.348,0.72,-0.483,0.629,0.026,0.247,0.106,0.916,-0.003,0.097,-0.035,0.972,-2.249,1.864,-1.206,0.228,0.217,0.549,0.396,0.692,-0.808,0.392,-2.059,0.04,-0.017,0.098,-0.175,0.861
"Mplus VERSION 7.3",0.1,"11/29/2016","10:08 AM","b1_female_aehplus_muscle_fluency_grip_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/grip-2016-11-29/b1_female_aehplus_muscle_fluency_grip_category.out","eas","b1","female","aehplus","grip","category",363,5,NA,43,-6033.537,12153.073,12320.533,12184.113,12164.9350689655,TRUE,TRUE,NA,0,2.882,4.994,0.577,0.564,0.24,0.433,0.555,0.579,1.284,1.338,0.96,0.337,-0.938,1.695,-0.554,0.58,-0.591,0.702,-0.841,0.4,29.892,6.033,4.955,0,2.085,0.57,3.657,0,-3.582,1.663,-2.154,0.031,5.09,0.35,14.526,0,40.546,5.651,7.175,0,0.619,0.299,2.073,0.038,1.666,1.161,1.436,0.151,17.362,0.98,17.712,0,18.754,1.554,12.072,0,-1.213,0.556,-2.183,0.029,37.523,1.377,27.255,0,-0.625,0.378,-1.654,0.098,0.083,0.143,0.58,0.562,0.211,0.383,0.551,0.582,-0.063,0.074,-0.847,0.397,0.131,0.119,1.104,0.27,-0.089,0.037,-2.405,0.016,-0.291,0.098,-2.956,0.003,-0.038,0.022,-1.736,0.083,-0.19,0.152,-1.25,0.211,0.071,0.054,1.33,0.183,0.68,0.136,5.006,0,0.061,0.041,1.496,0.135,0.245,0.072,3.401,0.001,-0.005,0.034,-0.146,0.884,-0.132,0.096,-1.368,0.171,0.025,0.027,0.939,0.348,0.839,0.927,0.906,0.365,-0.097,0.389,-0.248,0.804,0.416,0.604,0.688,0.491,-0.048,0.24,-0.201,0.841,1.534,1.99,0.771,0.441,-0.358,0.686,-0.522,0.602,0.15,1.232,0.122,0.903,0.072,0.291,0.247,0.805,-2.783,1.742,-1.597,0.11,0.396,0.518,0.766,0.444,-3.732,1.227,-3.042,0.002,-0.05,0.33,-0.152,0.879
"Mplus VERSION 7.3",0.1,"11/29/2016"," 9:48 AM","b1_female_aehplus_muscle_fluency_grip_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/grip-2016-11-29/b1_female_aehplus_muscle_fluency_grip_fas.out","eas","b1","female","aehplus","grip","fas",360,5,NA,43,-6233.668,12553.337,12720.439,12584.021,12565.3116835443,TRUE,TRUE,NA,0,12.136,8.116,1.495,0.135,0.216,0.53,0.406,0.685,-1.011,1.889,-0.535,0.592,-1.699,2.541,-0.669,0.504,0.187,1.061,0.176,0.86,31.147,6.062,5.138,0,2.218,0.579,3.829,0,-4.103,1.69,-2.428,0.015,5.071,0.345,14.718,0,100.488,13.199,7.613,0,1.047,0.626,1.673,0.094,0.803,2.484,0.323,0.747,27.858,1.571,17.738,0,18.512,1.602,11.558,0,-1.013,0.553,-1.831,0.067,28.073,2.102,13.353,0,0.411,0.539,0.761,0.447,0.217,0.139,1.563,0.118,0.141,0.35,0.404,0.686,0.016,0.089,0.176,0.86,0.131,0.121,1.086,0.278,-0.089,0.036,-2.461,0.014,-0.215,0.135,-1.59,0.112,-0.034,0.03,-1.123,0.262,-0.15,0.157,-0.956,0.339,0.055,0.056,0.978,0.328,1.293,0.204,6.328,0,0.052,0.059,0.869,0.385,0.238,0.073,3.279,0.001,-0.01,0.033,-0.314,0.754,-0.148,0.152,-0.971,0.332,0.038,0.036,1.075,0.282,0.786,0.948,0.829,0.407,-0.106,0.385,-0.275,0.783,1.077,0.98,1.099,0.272,0.008,0.318,0.024,0.981,1.497,1.915,0.782,0.434,-0.346,0.763,-0.454,0.65,0.432,1.478,0.292,0.77,-0.338,0.301,-1.124,0.261,-2.548,1.712,-1.488,0.137,0.278,0.519,0.536,0.592,-4.546,1.845,-2.464,0.014,-0.188,0.398,-0.472,0.637
"Mplus VERSION 7.3",0.1,"11/29/2016"," 9:01 AM","b1_female_aehplus_muscle_fluid_grip_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/grip-2016-11-29/b1_female_aehplus_muscle_fluid_grip_trailsb.out","eas","b1","female","aehplus","grip","trailsb",362,5,NA,43,-8661.3,17408.599,17575.94,17439.521,17420.4983710692,TRUE,TRUE,NA,0,-25.605,42.546,-0.602,0.547,8.758,4.43,1.977,0.048,-28.455,14.438,-1.971,0.049,-15.326,16.411,-0.934,0.35,13.845,8.157,1.697,0.09,30.846,6.402,4.818,0,2.266,0.605,3.745,0,-4.199,1.803,-2.329,0.02,5.177,0.334,15.518,0,1937.234,454.582,4.262,0,50.835,35.468,1.433,0.152,23.614,117.175,0.202,0.84,1743.297,79.013,22.064,0,19.059,1.69,11.278,0,-1.194,0.572,-2.086,0.037,151.57,11.611,13.054,0,2.626,3.898,0.674,0.5,-0.105,0.176,-0.595,0.552,0.816,0.341,2.39,0.017,0.146,0.084,1.729,0.084,0.068,0.116,0.585,0.558,-0.072,0.038,-1.918,0.055,2.786,0.76,3.667,0,0.107,0.244,0.439,0.661,-0.179,0.161,-1.111,0.266,0.067,0.057,1.166,0.244,-6.538,1.134,-5.767,0,0.017,0.355,0.047,0.962,0.232,0.073,3.196,0.001,0,0.034,-0.013,0.99,0.548,0.947,0.579,0.563,-0.136,0.382,-0.356,0.722,0.741,1.003,0.739,0.46,-0.071,0.388,-0.183,0.855,-4.918,5.475,-0.898,0.369,-0.428,2.3,-0.186,0.852,0.895,2.147,0.417,0.677,-0.251,0.709,-0.355,0.723,10.516,6.553,1.605,0.109,1.484,2.164,0.686,0.493,-2.454,1.817,-1.351,0.177,0.222,0.527,0.421,0.674,28.744,10.369,2.772,0.006,0.233,3.554,0.065,0.948
"Mplus VERSION 7.3",0.1,"12/05/2016"," 9:04 AM","b1_female_aehplus_muscle_global_grip_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/grip-2016-11-29/b1_female_aehplus_muscle_global_grip_mmse.out","eas","b1","female","aehplus","grip","mmse",363,5,NA,43,-4002.945,8091.89,8259.35,8122.93,8103.75206896552,TRUE,TRUE,NA,0,1.255,1.153,1.088,0.277,-0.04,0.096,-0.414,0.679,-0.025,0.335,-0.074,0.941,-0.325,0.337,-0.965,0.335,-0.006,0.212,-0.029,0.977,31.071,5.907,5.26,0,2.343,0.644,3.638,0,-4.415,1.736,-2.544,0.011,5.137,0.345,14.892,0,1.001,0.18,5.555,0,0.004,0.011,0.393,0.695,0.048,0.04,1.214,0.225,0.823,0.039,21.15,0,18.263,1.587,11.505,0,-0.831,0.624,-1.332,0.183,25.614,0.269,95.259,0,0.063,0.077,0.82,0.412,0.225,0.204,1.1,0.271,-0.391,1.058,-0.369,0.712,-0.003,0.103,-0.029,0.977,0.128,0.118,1.089,0.276,-0.089,0.038,-2.318,0.02,-0.005,0.017,-0.288,0.773,-0.005,0.004,-1.035,0.301,-0.145,0.154,-0.945,0.345,0.046,0.061,0.749,0.454,0.13,0.025,5.25,0,-0.002,0.008,-0.228,0.819,0.242,0.071,3.39,0.001,-0.012,0.034,-0.364,0.716,0.005,0.021,0.249,0.804,-0.002,0.006,-0.359,0.719,0.93,0.915,1.015,0.31,-0.124,0.412,-0.302,0.762,0.162,0.168,0.962,0.336,-0.009,0.046,-0.194,0.846,1.467,1.916,0.766,0.444,-0.405,0.825,-0.49,0.624,-0.086,0.161,-0.535,0.592,-0.076,0.044,-1.731,0.084,-2.847,1.721,-1.655,0.098,0.323,0.514,0.627,0.53,-0.331,0.206,-1.61,0.107,0.01,0.067,0.148,0.883
"Mplus VERSION 7.3",0.1,"11/29/2016"," 9:13 AM","b1_female_aehplus_muscle_knowledge_grip_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/grip-2016-11-29/b1_female_aehplus_muscle_knowledge_grip_waisvocab.out","eas","b1","female","aehplus","grip","waisvocab",363,5,NA,43,-6527.608,13141.216,13308.675,13172.255,13153.0780689655,TRUE,TRUE,NA,0,6.493,7.715,0.842,0.4,0.189,0.465,0.406,0.684,0.157,1.726,0.091,0.928,-3.006,2.491,-1.207,0.227,-0.374,1.51,-0.248,0.804,30.183,5.948,5.074,0,2.133,0.613,3.481,0,-3.783,1.789,-2.114,0.035,5.131,0.322,15.952,0,90.013,13.298,6.769,0,0.263,0.648,0.406,0.684,-1.489,2.605,-0.571,0.568,41.031,1.812,22.644,0,18.54,1.638,11.315,0,-0.994,0.57,-1.744,0.081,36.115,1.886,19.147,0,-0.775,0.555,-1.397,0.162,0.125,0.147,0.847,0.397,0.252,0.641,0.394,0.694,-0.026,0.104,-0.248,0.804,0.145,0.12,1.21,0.226,-0.096,0.038,-2.534,0.011,0.033,0.135,0.247,0.805,-0.025,0.036,-0.686,0.493,-0.171,0.159,-1.075,0.282,0.059,0.055,1.072,0.284,1.651,0.195,8.474,0,0.062,0.061,1.02,0.308,0.244,0.073,3.328,0.001,-0.011,0.033,-0.338,0.735,-0.019,0.153,-0.127,0.899,0.003,0.041,0.085,0.932,0.96,0.983,0.976,0.329,-0.146,0.376,-0.388,0.698,0.47,1.066,0.441,0.659,0.126,0.327,0.386,0.699,1.248,1.86,0.671,0.502,-0.282,0.65,-0.434,0.664,-0.501,1.305,-0.384,0.701,-0.159,0.454,-0.351,0.726,-2.483,1.735,-1.431,0.152,0.262,0.522,0.503,0.615,-2.87,1.759,-1.631,0.103,0.214,0.47,0.456,0.649
"Mplus VERSION 7.3",0.1,"11/29/2016"," 9:39 AM","b1_female_aehplus_muscle_memory_grip_digitspan.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/grip-2016-11-29/b1_female_aehplus_muscle_memory_grip_digitspan.out","eas","b1","female","aehplus","grip","digitspan",363,5,NA,43,-4837.794,9761.587,9929.047,9792.627,9773.44906896552,TRUE,TRUE,NA,0,-0.454,2.246,-0.202,0.84,0.464,0.168,2.758,0.006,-0.22,0.609,-0.361,0.718,-1.652,0.736,-2.244,0.025,-0.118,0.297,-0.397,0.692,31.068,5.965,5.208,0,2.421,0.641,3.777,0,-4.253,1.716,-2.479,0.013,5.032,0.351,14.332,0,7.458,0.924,8.072,0,0.13,0.061,2.134,0.033,-0.139,0.195,-0.715,0.475,2.648,0.154,17.14,0,18.59,1.585,11.732,0,-0.853,0.587,-1.454,0.146,12.156,0.62,19.604,0,0.309,0.158,1.951,0.051,-0.03,0.148,-0.202,0.84,0.829,0.266,3.121,0.002,-0.032,0.082,-0.394,0.693,0.14,0.119,1.172,0.241,-0.109,0.037,-2.923,0.003,-0.036,0.04,-0.912,0.362,-0.012,0.011,-1.026,0.305,-0.16,0.156,-1.027,0.304,0.05,0.058,0.868,0.385,0.291,0.061,4.75,0,-0.014,0.016,-0.872,0.383,0.261,0.072,3.638,0,-0.041,0.032,-1.265,0.206,0.053,0.049,1.066,0.286,-0.021,0.012,-1.771,0.076,1.02,0.972,1.049,0.294,-0.156,0.388,-0.402,0.688,0.237,0.335,0.707,0.48,-0.004,0.095,-0.041,0.967,1.416,2.162,0.655,0.513,-0.38,0.732,-0.519,0.604,-0.482,0.507,-0.949,0.343,0.012,0.114,0.103,0.918,-2.726,1.743,-1.564,0.118,0.334,0.519,0.644,0.52,-1.333,0.558,-2.386,0.017,0.146,0.139,1.05,0.294
"Mplus VERSION 7.3",0.1,"11/29/2016"," 8:46 AM","b1_female_aehplus_muscle_memory_grip_freerecall.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/grip-2016-11-29/b1_female_aehplus_muscle_memory_grip_freerecall.out","eas","b1","female","aehplus","grip","freerecall",363,5,NA,43,-5749.107,11584.214,11751.673,11615.253,11596.0760689655,TRUE,TRUE,NA,0,2.335,4.214,0.554,0.58,-0.049,0.324,-0.153,0.879,0.613,1.145,0.536,0.592,0.096,1.391,0.069,0.945,0.974,0.735,1.325,0.185,31.034,6.136,5.057,0,2.21,0.606,3.647,0,-3.968,1.686,-2.353,0.019,5.084,0.34,14.936,0,16.08,2.806,5.731,0,0.132,0.293,0.45,0.653,0.823,0.856,0.961,0.336,12.949,0.633,20.445,0,18.812,1.593,11.81,0,-1.005,0.571,-1.761,0.078,34.102,0.945,36.084,0,0.225,0.321,0.701,0.483,0.105,0.186,0.561,0.575,-0.092,0.599,-0.153,0.878,0.12,0.089,1.35,0.177,0.131,0.125,1.046,0.296,-0.097,0.038,-2.522,0.012,-0.163,0.071,-2.301,0.021,-0.069,0.02,-3.389,0.001,-0.186,0.153,-1.215,0.224,0.059,0.055,1.066,0.286,0.088,0.097,0.913,0.361,0.03,0.033,0.903,0.367,0.247,0.073,3.39,0.001,-0.021,0.035,-0.61,0.542,0.067,0.08,0.845,0.398,-0.033,0.023,-1.443,0.149,0.765,0.89,0.86,0.39,-0.123,0.382,-0.321,0.748,-1.092,0.414,-2.637,0.008,0.023,0.197,0.118,0.906,1.438,1.831,0.785,0.432,-0.306,0.648,-0.473,0.637,0.675,1.13,0.597,0.55,-0.038,0.226,-0.17,0.865,-2.715,1.753,-1.548,0.122,0.319,0.515,0.62,0.535,-1.147,0.974,-1.177,0.239,-0.293,0.257,-1.143,0.253
"Mplus VERSION 7.3",0.1,"11/29/2016"," 8:54 AM","b1_female_aehplus_muscle_memory_grip_logicalmemory.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/grip-2016-11-29/b1_female_aehplus_muscle_memory_grip_logicalmemory.out","eas","b1","female","aehplus","grip","logicalmemory",360,5,NA,43,-5621.376,11328.751,11495.854,11359.436,11340.7256835443,TRUE,TRUE,NA,0,-2.26,3.85,-0.587,0.557,0.06,0.289,0.206,0.837,1.255,1.101,1.139,0.254,0.011,1.035,0.01,0.992,0.726,0.842,0.863,0.388,30.528,5.976,5.108,0,2.134,0.633,3.373,0.001,-3.795,1.804,-2.104,0.035,5.089,0.333,15.263,0,21.684,3.861,5.616,0,0.097,0.287,0.34,0.734,0.296,0.859,0.345,0.73,15.801,0.884,17.881,0,18.695,1.563,11.962,0,-1.053,0.554,-1.901,0.057,17.875,1.129,15.826,0,-0.129,0.363,-0.356,0.722,-0.088,0.151,-0.583,0.56,0.131,0.659,0.198,0.843,0.081,0.094,0.866,0.387,0.126,0.125,1.013,0.311,-0.088,0.039,-2.261,0.024,-0.259,0.075,-3.447,0.001,0,0.024,0.003,0.998,-0.159,0.157,-1.014,0.311,0.053,0.055,0.962,0.336,0.683,0.113,6.045,0,0.041,0.032,1.261,0.207,0.24,0.074,3.253,0.001,-0.011,0.035,-0.318,0.75,0.025,0.084,0.296,0.767,0.002,0.023,0.083,0.934,0.87,0.857,1.016,0.31,-0.115,0.394,-0.293,0.769,0.62,0.469,1.321,0.187,-0.157,0.227,-0.692,0.489,1.328,1.836,0.723,0.47,-0.298,0.617,-0.483,0.629,-1.113,0.963,-1.155,0.248,0.447,0.276,1.618,0.106,-2.789,1.77,-1.575,0.115,0.34,0.52,0.653,0.514,0.223,1.103,0.202,0.84,-0.308,0.305,-1.009,0.313
