"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:41 PM","radc","u1","female","aehplus",NA,NA,"nophys","memory",TRUE,1010,5,NA,45,-15165.491,30420.983,30642.279,30499.356,30425.2776058091,"u1_female_aehplus_nophys_memory_nophysspec_logicalmemoryimmed.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.796,0.628,15.607,0,0.219,0.057,3.828,0,-0.186,0.151,-1.231,0.218,5.839,0.213,27.422,0,NA,NA,NA,NA,NA,NA,NA,NA,10.194,0.372,27.376,0,0.26,0.117,2.229,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.095,0.016,-5.865,0,-0.009,0.005,-1.835,0.066,NA,NA,NA,NA,NA,NA,NA,NA,0.335,0.037,9.17,0,0.01,0.012,0.847,0.397,NA,NA,NA,NA,NA,NA,NA,NA,4.351,1.426,3.051,0.002,0.201,0.518,0.389,0.697,NA,NA,NA,NA,NA,NA,NA,NA,-0.202,0.221,-0.917,0.359,-0.045,0.066,-0.687,0.492,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,0.499,-0.702,0.483,0.066,0.143,0.46,0.645,NA,NA,NA,NA,NA,NA,NA,NA,-0.269,0.356,-0.756,0.449,0.199,0.121,1.637,0.102,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:43 PM","radc","u1","female","aehplus",NA,NA,"nophys","memory",TRUE,1010,5,NA,45,-13020.557,26131.115,26352.411,26209.488,26135.4096058091,"u1_female_aehplus_nophys_memory_nophysspec_wordlistdelay.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.724,0.189,14.433,0,0.055,0.018,3.078,0.002,0.003,0.045,0.067,0.946,1.752,0.076,22.992,0,NA,NA,NA,NA,NA,NA,NA,NA,5.565,0.203,27.459,0,0.126,0.058,2.171,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.063,0.009,-7.292,0,-0.008,0.003,-3.052,0.002,NA,NA,NA,NA,NA,NA,NA,NA,0.135,0.021,6.304,0,0.002,0.007,0.251,0.802,NA,NA,NA,NA,NA,NA,NA,NA,2.667,0.862,3.095,0.002,0.104,0.281,0.368,0.713,NA,NA,NA,NA,NA,NA,NA,NA,-0.337,0.119,-2.839,0.005,-0.01,0.036,-0.27,0.787,NA,NA,NA,NA,NA,NA,NA,NA,-0.458,0.282,-1.621,0.105,0.017,0.069,0.243,0.808,NA,NA,NA,NA,NA,NA,NA,NA,-0.094,0.193,-0.485,0.627,-0.021,0.052,-0.409,0.682,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:46 PM","radc","u1","female","aehplus",NA,NA,"nophys","memory",TRUE,1010,5,NA,45,-15220.582,30531.164,30752.461,30609.538,30535.4586058091,"u1_female_aehplus_nophys_memory_nophysspec_wordlistimmed.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.898,0.684,14.473,0,0.363,0.078,4.659,0,-0.091,0.176,-0.517,0.605,5.851,0.2,29.259,0,NA,NA,NA,NA,NA,NA,NA,NA,16.826,0.387,43.467,0,0.409,0.122,3.341,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.114,0.016,-7.009,0,-0.015,0.005,-2.861,0.004,NA,NA,NA,NA,NA,NA,NA,NA,0.357,0.04,8.994,0,-0.004,0.014,-0.296,0.767,NA,NA,NA,NA,NA,NA,NA,NA,5.061,1.625,3.114,0.002,-0.1,0.52,-0.192,0.848,NA,NA,NA,NA,NA,NA,NA,NA,-0.607,0.221,-2.749,0.006,-0.04,0.076,-0.526,0.599,NA,NA,NA,NA,NA,NA,NA,NA,-0.661,0.506,-1.307,0.191,-0.03,0.155,-0.19,0.849,NA,NA,NA,NA,NA,NA,NA,NA,0.117,0.416,0.282,0.778,0.077,0.13,0.593,0.553,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:48 PM","radc","u1","female","aehplus",NA,NA,"nophys","memory",TRUE,1010,5,NA,45,-10092.552,20275.104,20496.4,20353.477,20279.3986058091,"u1_female_aehplus_nophys_memory_nophysspec_wordlistrecog.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549,0.144,3.805,0,0.002,0.009,0.172,0.863,0.017,0.029,0.592,0.554,0.334,0.06,5.584,0,NA,NA,NA,NA,NA,NA,NA,NA,9.751,0.089,109.122,0,0.007,0.026,0.279,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.015,0.004,-4.072,0,-0.002,0.001,-1.752,0.08,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.009,1.314,0.189,0,0.003,0.1,0.921,NA,NA,NA,NA,NA,NA,NA,NA,0.593,0.441,1.346,0.178,0.155,0.12,1.29,0.197,NA,NA,NA,NA,NA,NA,NA,NA,-0.061,0.049,-1.25,0.211,0.001,0.016,0.085,0.932,NA,NA,NA,NA,NA,NA,NA,NA,-0.189,0.165,-1.147,0.251,0.024,0.024,0.993,0.32,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0.099,0.181,0.857,-0.003,0.024,-0.125,0.9,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:50 PM","radc","u1","female","aehplus",NA,NA,"nophys","mental",TRUE,1010,5,NA,45,-14100.805,28291.61,28512.907,28369.984,28295.9046058091,"u1_female_aehplus_nophys_mental_nophysspec_lineorientation.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.451,0.34,13.096,0,0.011,0.032,0.331,0.741,0.074,0.082,0.899,0.369,3.85,0.165,23.353,0,NA,NA,NA,NA,NA,NA,NA,NA,8.156,0.298,27.388,0,-0.037,0.084,-0.439,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.013,0.011,-1.119,0.263,0,0.004,0.102,0.919,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.029,8.144,0,0.002,0.008,0.199,0.842,NA,NA,NA,NA,NA,NA,NA,NA,2.954,1.28,2.308,0.021,0.295,0.365,0.808,0.419,NA,NA,NA,NA,NA,NA,NA,NA,-0.274,0.162,-1.694,0.09,0.064,0.048,1.337,0.181,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.315,0.38,0.704,-0.157,0.086,-1.817,0.069,NA,NA,NA,NA,NA,NA,NA,NA,-0.738,0.292,-2.531,0.011,0.06,0.086,0.702,0.483,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 7:52 PM","radc","u1","female","aehplus",NA,NA,"nophys","mental",TRUE,1010,5,NA,45,-12642.137,25374.274,25595.571,25452.647,25378.5686058091,"u1_female_aehplus_nophys_mental_nophysspec_mmse.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973,0.143,6.79,0,0.076,0.038,2.012,0.044,0.008,0.047,0.17,0.865,1.638,0.081,20.164,0,NA,NA,NA,NA,NA,NA,NA,NA,27.66,0.159,173.905,0,0.05,0.072,0.696,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.042,0.007,-6.016,0,-0.008,0.003,-2.778,0.005,NA,NA,NA,NA,NA,NA,NA,NA,0.154,0.017,9.232,0,-0.013,0.007,-1.805,0.071,NA,NA,NA,NA,NA,NA,NA,NA,1.462,0.628,2.329,0.02,0.008,0.257,0.031,0.975,NA,NA,NA,NA,NA,NA,NA,NA,-0.088,0.092,-0.963,0.335,0.022,0.039,0.568,0.57,NA,NA,NA,NA,NA,NA,NA,NA,-0.123,0.166,-0.742,0.458,0.062,0.068,0.923,0.356,NA,NA,NA,NA,NA,NA,NA,NA,-0.057,0.167,-0.338,0.736,0.039,0.072,0.546,0.585,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 8:54 PM","radc","u1","female","aehplus",NA,NA,"nophys","reasoning",TRUE,1010,5,NA,45,-13232.527,26555.054,26776.351,26633.427,26559.3486058091,"u1_female_aehplus_nophys_reasoning_nophysspec_matrices.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,0.284,10.858,0,0.022,0.031,0.714,0.475,-0.039,0.076,-0.512,0.608,3.338,0.199,16.779,0,NA,NA,NA,NA,NA,NA,NA,NA,9.75,0.261,37.34,0,0.035,0.087,0.407,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.044,0.01,-4.234,0,-0.011,0.004,-3.074,0.002,NA,NA,NA,NA,NA,NA,NA,NA,0.323,0.025,12.761,0,-0.003,0.009,-0.329,0.742,NA,NA,NA,NA,NA,NA,NA,NA,4.036,1.166,3.462,0.001,0.36,0.364,0.989,0.322,NA,NA,NA,NA,NA,NA,NA,NA,0.003,0.145,0.024,0.981,-0.013,0.046,-0.273,0.784,NA,NA,NA,NA,NA,NA,NA,NA,-0.379,0.275,-1.377,0.169,-0.012,0.109,-0.111,0.912,NA,NA,NA,NA,NA,NA,NA,NA,-0.339,0.255,-1.328,0.184,0.016,0.08,0.203,0.839,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 8:58 PM","radc","u1","female","aehplus",NA,NA,"nophys","speed",TRUE,1010,5,NA,49,-17636.517,35371.033,35612.001,35456.373,35376.1371666667,"u1_female_aehplus_nophys_speed_nophysspec_digitsymbol.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.302,4.563,14.311,0,1.013,0.309,3.275,0.001,1.728,0.823,2.101,0.036,24.504,2.474,9.903,0,NA,NA,NA,NA,NA,NA,NA,NA,35.462,1.051,33.73,0,0.49,0.219,2.24,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.368,0.041,-8.883,0,-0.054,0.011,-4.868,0,NA,NA,NA,NA,NA,NA,NA,NA,1.017,0.104,9.8,0,-0.042,0.024,-1.8,0.072,NA,NA,NA,NA,NA,NA,NA,NA,14.559,3.92,3.714,0,2.012,1.074,1.873,0.061,NA,NA,NA,NA,NA,NA,NA,NA,-0.777,0.559,-1.39,0.164,-0.157,0.143,-1.094,0.274,NA,NA,NA,NA,NA,NA,NA,NA,-1.383,1.189,-1.163,0.245,0.14,0.259,0.541,0.589,NA,NA,NA,NA,NA,NA,NA,NA,-3.041,1.018,-2.988,0.003,-0.287,0.268,-1.07,0.285,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015"," 9:00 PM","radc","u1","female","aehplus",NA,NA,"nophys","speed",TRUE,1010,5,NA,45,-16723.657,33537.313,33758.61,33615.687,33541.6076058091,"u1_female_aehplus_nophys_speed_nophysspec_numbercomparison.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.096,0.783,-1.401,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.58,2.134,15.736,0,0.361,0.148,2.432,0.015,0.119,0.42,0.284,0.776,14.991,0.799,18.766,0,NA,NA,NA,NA,NA,NA,NA,NA,23.136,0.766,30.185,0,0.279,0.163,1.707,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.178,0.03,-6.007,0,-0.031,0.008,-4.135,0,NA,NA,NA,NA,NA,NA,NA,NA,0.519,0.079,6.565,0,-0.014,0.018,-0.8,0.424,NA,NA,NA,NA,NA,NA,NA,NA,13.673,2.926,4.674,0,-0.186,0.719,-0.259,0.796,NA,NA,NA,NA,NA,NA,NA,NA,-0.683,0.415,-1.644,0.1,-0.091,0.101,-0.904,0.366,NA,NA,NA,NA,NA,NA,NA,NA,-0.691,0.839,-0.824,0.41,0.03,0.18,0.166,0.868,NA,NA,NA,NA,NA,NA,NA,NA,-2.163,0.752,-2.878,0.004,0.209,0.21,0.999,0.318,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/07/2015","12:27 AM","radc","u1","male","a",NA,NA,"nophys","executive",TRUE,351,5,NA,10,-3256.865,6533.729,6572.337,6540.613,6534.37605882353,"u1_male_a_nophys_executive_nophysspec_digitordering.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.311,0.249,5.263,0,0.008,0.023,0.375,0.708,0.01,0.063,0.159,0.874,1.301,0.099,13.205,0,NA,NA,NA,NA,NA,NA,NA,NA,7.817,0.146,53.365,0,-0.051,0.047,-1.072,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.049,0.012,-3.961,0,-0.001,0.004,-0.209,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/07/2015","12:28 AM","radc","u1","male","a",NA,NA,"nophys","executive",TRUE,351,5,NA,10,-3470.039,6960.078,6998.686,6966.962,6960.72505882353,"u1_male_a_nophys_executive_nophysspec_digitsback.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.582,0.266,9.7,0,0.033,0.023,1.421,0.155,0,0.06,0.005,0.996,1.578,0.097,16.247,0,NA,NA,NA,NA,NA,NA,NA,NA,6.59,0.201,32.815,0,0.028,0.055,0.511,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.039,0.016,-2.347,0.019,-0.001,0.005,-0.287,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/07/2015","12:29 AM","radc","u1","male","a",NA,NA,"nophys","fluency",TRUE,351,5,NA,10,-5075.634,10171.267,10209.875,10178.151,10171.9140588235,"u1_male_a_nophys_fluency_nophysspec_categories.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.957,5.531,10.117,0,0.442,0.326,1.355,0.175,0.348,1.11,0.313,0.754,20.636,1.311,15.745,0,NA,NA,NA,NA,NA,NA,NA,NA,35.595,0.808,44.049,0,0.029,0.184,0.156,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.327,0.065,-5.003,0,-0.023,0.016,-1.425,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/07/2015","12:31 AM","radc","u1","male","a",NA,NA,"nophys","knowledge",TRUE,351,5,NA,10,-3201.458,6422.916,6461.524,6429.801,6423.56305882353,"u1_male_a_nophys_knowledge_nophysspec_nart.out","radcMAP_wide.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.173,0.543,9.532,0,0.006,0.014,0.424,0.671,-0.122,0.076,-1.598,0.11,0.758,0.097,7.782,0,NA,NA,NA,NA,NA,NA,NA,NA,7.754,0.226,34.377,0,0.042,0.038,1.108,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,0.02,0.41,0.682,-0.001,0.003,-0.178,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/07/2015","12:32 AM","radc","u1","male","a",NA,NA,"nophys","language",TRUE,351,5,NA,10,-2709.925,5439.85,5478.458,5446.734,5440.49705882353,"u1_male_a_nophys_language_nophysspec_bnt.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.281,0.563,2.275,0.023,0.008,0.009,0.845,0.398,-0.058,0.059,-0.98,0.327,0.393,0.036,10.871,0,NA,NA,NA,NA,NA,NA,NA,NA,14.389,0.139,103.653,0,-0.007,0.023,-0.319,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.031,0.015,-2.13,0.033,0.004,0.002,1.948,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/07/2015","12:34 AM","radc","u1","male","a",NA,NA,"nophys","language",TRUE,351,5,NA,10,-2178.3,4376.601,4415.209,4383.485,4377.24805882353,"u1_male_a_nophys_language_nophysspec_complexideas.out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162,0.15,1.085,0.278,0.021,0.021,0.975,0.33,-0.048,0.05,-0.959,0.338,0.227,0.061,3.716,0,NA,NA,NA,NA,NA,NA,NA,NA,7.881,0.049,159.328,0,-0.028,0.021,-1.331,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009,0.007,-1.318,0.188,0.004,0.002,1.853,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
