software,version,date,time,output_file,data_file,file_path,study_name,model_number,subgroup,model_type,subject_count,wave_count,datapoint_count,parameter_count,ll,aic,bic,adj_bic,aaic,has_converged,trust_all,mistrust,covar_covered,ab_tau_00_est,ab_tau_00_se,ab_tau_00_wald,ab_tau_00_pval,ab_tau_11_est,ab_tau_11_se,ab_tau_11_wald,ab_tau_11_pval,ab_tau_01_est,ab_tau_01_se,ab_tau_01_wald,ab_tau_01_pval,ab_tau_10_est,ab_tau_10_se,ab_tau_10_wald,ab_tau_10_pval,ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_wald,ab_sigma_00_pval,aa_tau_00_est,aa_tau_00_se,aa_tau_00_wald,aa_tau_00_pval,aa_tau_11_est,aa_tau_11_se,aa_tau_11_wald,aa_tau_11_pval,aa_tau_01_est,aa_tau_01_se,aa_tau_01_wald,aa_tau_01_pval,a_sigma_00_est,a_sigma_00_se,a_sigma_00_wald,a_sigma_00_pval,bb_tau_00_est,bb_tau_00_se,bb_tau_00_wald,bb_tau_00_pval,bb_tau_11_est,bb_tau_11_se,bb_tau_11_wald,bb_tau_11_pval,bb_tau_10_est,bb_tau_10_se,bb_tau_10_wald,bb_tau_10_pval,b_sigma_00_est,b_sigma_00_se,b_sigma_00_wald,b_sigma_00_pval,a_gamma_00_est,a_gamma_00_se,a_gamma_00_wald,a_gamma_00_pval,a_gamma_10_est,a_gamma_10_se,a_gamma_10_wald,a_gamma_10_pval,b_gamma_00_est,b_gamma_00_se,b_gamma_00_wald,b_gamma_00_pval,b_gamma_10_est,b_gamma_10_se,b_gamma_10_wald,b_gamma_10_pval,er_tau_00_est,er_tau_00_se,er_tau_00_wald,er_tau_00_pval,er_tau_11_est,er_tau_11_se,er_tau_11_wald,er_tau_11_pval,er_sigma_00_est,er_sigma_00_se,er_sigma_00_wald,er_sigma_00_pval,a_gamma_01_est,a_gamma_01_se,a_gamma_01_wald,a_gamma_01_pval,a_gamma_11_est,a_gamma_11_se,a_gamma_11_wald,a_gamma_11_pval,b_gamma_01_est,b_gamma_01_se,b_gamma_01_wald,b_gamma_01_pval,b_gamma_11_est,b_gamma_11_se,b_gamma_11_wald,b_gamma_11_pval,a_gamma_02_est,a_gamma_02_se,a_gamma_02_wald,a_gamma_02_pval,a_gamma_12_est,a_gamma_12_se,a_gamma_12_wald,a_gamma_12_pval,b_gamma_02_est,b_gamma_02_se,b_gamma_02_wald,b_gamma_02_pval,b_gamma_12_est,b_gamma_12_se,b_gamma_12_wald,b_gamma_12_pval,a_gamma_03_est,a_gamma_03_se,a_gamma_03_wald,a_gamma_03_pval,a_gamma_13_est,a_gamma_13_se,a_gamma_13_wald,a_gamma_13_pval,b_gamma_03_est,b_gamma_03_se,b_gamma_03_wald,b_gamma_03_pval,b_gamma_13_est,b_gamma_13_se,b_gamma_13_wald,b_gamma_13_pval,a_gamma_04_est,a_gamma_04_se,a_gamma_04_wald,a_gamma_04_pval,a_gamma_14_est,a_gamma_14_se,a_gamma_14_wald,a_gamma_14_pval,b_gamma_04_est,b_gamma_04_se,b_gamma_04_wald,b_gamma_04_pval,b_gamma_14_est,b_gamma_14_se,b_gamma_14_wald,b_gamma_14_pval,a_gamma_05_est,a_gamma_05_se,a_gamma_05_wald,a_gamma_05_pval,a_gamma_15_est,a_gamma_15_se,a_gamma_15_wald,a_gamma_15_pval,b_gamma_05_est,b_gamma_05_se,b_gamma_05_wald,b_gamma_05_pval,b_gamma_15_est,b_gamma_15_se,b_gamma_15_wald,b_gamma_15_pval,a_gamma_06_est,a_gamma_06_se,a_gamma_06_wald,a_gamma_06_pval,a_gamma_16_est,a_gamma_16_se,a_gamma_16_wald,a_gamma_16_pval,b_gamma_06_est,b_gamma_06_se,b_gamma_06_wald,b_gamma_06_pval,b_gamma_16_est,b_gamma_16_se,b_gamma_16_wald,b_gamma_16_pval,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
Mplus VERSION 7.31,0.1,10/07/2016,11:36 AM,b1_female_aehplus_grip_pef.out, octomult_151015.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical/b1_female_aehplus_grip_pef.out,octo,b1,female,aehplus,270,5,NA,41,-5668.556,11419.111,11566.647,11436.649,11434.2162631579,TRUE,TRUE,NA,0,44.944,13.12,3.426,0.001,0.231,0.272,0.849,0.396,-3.163,2.233,-1.417,0.157,0.023,2.093,0.011,0.991,1.287,3.134,0.411,0.681,3.177,0.347,9.15,0.0,0.017,0.008,2.097,0.036,-0.031,0.045,-0.684,0.494,1.271,0.066,19.352,0,4263.734,740.086,5.761,0.0,27.155,16.405,1.655,0.098,-154.086,92.105,-1.673,0.094,2119.941,173.136,12.244,0.0,9.186,0.27,33.97,0.0,-0.333,0.035,-9.39,0.0,327.881,12.433,26.372,0.0,-7.066,2.046,-3.453,0.001,0.386,0.1,3.873,0.0,0.344,0.401,0.859,0.391,0.025,0.06,0.413,0.68,-0.155,0.053,-2.937,0.003,-0.003,0.008,-0.428,0.669,-6.623,2.26,-2.931,0.003,0.942,0.416,2.263,0.024,0.171,0.079,2.169,0.03,-0.009,0.013,-0.705,0.481,5.828,3.147,1.852,0.064,-0.26,0.58,-0.449,0.653,0.091,0.025,3.706,0.0,-0.002,0.004,-0.534,0.593,2.595,0.979,2.652,0.008,-0.209,0.132,-1.58,0.114,-0.513,0.359,-1.431,0.153,0.008,0.057,0.135,0.893,-35.445,13.482,-2.629,0.009,-3.376,2.583,-1.307,0.191,-0.163,0.289,-0.563,0.573,0.0,0.043,0.009,0.993,2.339,11.873,0.197,0.844,-2.718,2.284,-1.19,0.234,-0.022,0.533,-0.04,0.968,-0.039,0.072,-0.544,0.586,1.194,32.573,0.037,0.971,3.532,6.765,0.522,0.602,grip,pef,pef,pef,pulmonary,2,0.3861606911373543,0.4072799649282516,6.655009462437506,0.6838023760705321,0.2873321170116333,0.5272278128448699,0.2796774494736002,0.4832591665815132,0.33998723821409915,0.35407809915300426,5.785683812657572,7.22179420842745e-9,0.234130251236386,0.47402594706962253,0.22994391621441335,0.44144645897447077,0.024793845150336506,0.024798927571200034,0.40521781540054963,0.6853174107324553,-0.09514892034541822,0.14474677548781828,-0.09486281858801122,0.14374428261355818
Mplus VERSION 7.31,0.1,10/07/2016,11:37 AM,b1_female_aehplus_pef_gait.out, octomult_151015.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical/b1_female_aehplus_pef_gait.out,octo,b1,female,aehplus,263,5,NA,41,-6297.043,12676.086,12822.545,12692.555,12691.669710407201,TRUE,TRUE,NA,0,-79.933,42.161,-1.896,0.058,-3.79,3.352,-1.131,0.258,-12.074,17.655,-0.684,0.494,-6.594,8.14,-0.81,0.418,-3.431,14.411,-0.238,0.812,4215.375,737.226,5.718,0.0,39.57,23.903,1.655,0.098,-126.122,97.27,-1.297,0.195,2105.133,165.789,12.698,0,12.113,2.635,4.597,0.0,1.067,0.224,4.763,0.0,3.301,0.376,8.777,0.0,11.121,0.694,16.03,0.0,327.168,12.786,25.588,0.0,-7.538,2.139,-3.523,0.0,10.305,0.964,10.694,0.0,0.54,0.335,1.613,0.107,-0.354,0.171,-2.07,0.038,-0.583,0.403,-1.447,0.148,-0.022,0.094,-0.239,0.811,-6.12,2.332,-2.625,0.009,0.82,0.443,1.85,0.064,0.315,0.165,1.903,0.057,-0.007,0.067,-0.11,0.912,5.664,3.167,1.789,0.074,-0.159,0.605,-0.262,0.793,-0.306,0.3,-1.021,0.307,-0.03,0.113,-0.268,0.789,2.618,1.016,2.578,0.01,-0.252,0.174,-1.445,0.148,-0.043,0.083,-0.52,0.603,0.011,0.035,0.308,0.758,-34.607,13.898,-2.49,0.013,-3.868,2.872,-1.346,0.178,0.006,0.968,0.007,0.995,0.078,0.454,0.173,0.863,3.245,11.915,0.272,0.785,-2.27,2.348,-0.967,0.334,0.741,0.83,0.893,0.372,-0.191,0.346,-0.553,0.58,1.859,26.427,0.07,0.944,1.14,5.873,0.194,0.846,1.679,1.549,1.084,0.278,1.013,0.509,1.99,0.047,pef,gait,gait,gait,gait,2,-0.3537383506939057,-0.36971037070009155,-5.961400601606284,0.7115983037770998,-0.49126217701350805,-0.24815856438667505,-0.4552176321943051,-0.24318690651617988,-0.5832758229834546,-0.667413364215636,-10.761717133931025,5.2188527817480444e-27,-0.7889651705290526,-0.5458615579022195,-0.6578224081199812,-0.4974121133116719,-0.022423790539928434,-0.022427550098727482,-0.36163337911763904,0.71762601761105,-0.143979356412144,0.09912425621468901,-0.14299263750421048,0.0988008747600061
Mplus VERSION 7.31,0.1,10/07/2016,11:22 AM,b1_male_aehplus_grip_gait.out, octomult_151015.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical/b1_male_aehplus_grip_gait.out,octo,b1,male,aehplus,138,5,NA,41,-1835.356,3752.711,3872.728,3743.018,3788.586,TRUE,TRUE,NA,0,-1.566,0.983,-1.594,0.111,-0.045,0.036,-1.238,0.216,-0.206,0.258,-0.796,0.426,0.199,0.172,1.16,0.246,-0.386,0.254,-1.519,0.129,4.475,0.827,5.412,0.0,0.045,0.026,1.727,0.084,-0.163,0.13,-1.256,0.209,1.543,0.159,9.721,0,4.569,1.636,2.793,0.005,0.092,0.095,0.969,0.333,-0.063,0.283,-0.222,0.825,6.039,0.634,9.529,0.0,10.757,0.73,14.733,0.0,-0.103,0.147,-0.701,0.483,9.139,1.336,6.842,0.0,0.191,0.29,0.66,0.509,-0.346,0.192,-1.802,0.072,-0.7,0.531,-1.318,0.187,-0.126,0.079,-1.599,0.11,-0.16,0.108,-1.483,0.138,-0.059,0.021,-2.748,0.006,0.282,0.165,1.707,0.088,-0.003,0.045,-0.075,0.94,-0.133,0.129,-1.031,0.303,-0.001,0.016,-0.088,0.93,-0.075,0.105,-0.721,0.471,0.006,0.039,0.152,0.879,0.109,0.034,3.183,0.001,-0.009,0.009,-1.029,0.304,-0.058,0.061,-0.965,0.334,0.011,0.015,0.724,0.469,0.119,0.621,0.192,0.848,0.017,0.113,0.147,0.883,1.054,0.851,1.239,0.215,-0.111,0.208,-0.531,0.595,-0.417,0.499,-0.835,0.404,-0.233,0.097,-2.399,0.016,1.257,0.764,1.646,0.1,0.24,0.176,1.365,0.172,-1.551,0.865,-1.792,0.073,-0.078,0.175,-0.444,0.657,1.308,1.232,1.061,0.288,0.115,0.362,0.319,0.75,grip,gait,gait,gait,gait,2,-0.34632565069431737,-0.3612625649662906,-4.197491693167856,0.7179031754948589,-0.5299494065505119,-0.1925757233820693,-0.4853424157599454,-0.19022993193116355,-0.6993786061802352,-0.8660831461344985,-10.062976804229512,8.052593704032404e-24,-1.03476998771872,-0.6973963045502772,-0.7758143685608146,-0.6027125075604386,-0.12645087149582945,-0.1271313880085833,-1.4771332456124293,0.1396399233803041,-0.2958182295928046,0.041555453575638,-0.2874810745314348,0.041531549995788265
Mplus VERSION 7.31,0.1,10/07/2016,11:41 AM,b1_male_aehplus_grip_pef.out, octomult_151015.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical/b1_male_aehplus_grip_pef.out,octo,b1,male,aehplus,138,5,NA,41,-2923.981,5929.962,6049.979,5920.269,5965.837,TRUE,TRUE,NA,0,28.286,25.483,1.11,0.267,0.097,0.891,0.109,0.914,1.062,5.939,0.179,0.858,-0.312,5.114,-0.061,0.951,10.214,6.702,1.524,0.127,4.422,0.843,5.243,0.0,0.038,0.023,1.705,0.088,-0.145,0.121,-1.198,0.231,1.573,0.156,10.079,0,8263.239,1871.135,4.416,0.0,23.603,46.253,0.51,0.61,-228.445,274.333,-0.833,0.405,3395.043,374.895,9.056,0.0,12.073,0.608,19.844,0.0,-0.23,0.124,-1.846,0.065,466.516,24.652,18.924,0.0,-4.51,5.851,-0.771,0.441,0.148,0.13,1.142,0.253,0.101,0.914,0.111,0.912,0.14,0.09,1.546,0.122,-0.163,0.107,-1.531,0.126,-0.054,0.02,-2.634,0.008,-11.406,4.261,-2.677,0.007,-0.01,0.968,-0.011,0.992,-0.134,0.115,-1.163,0.245,-0.001,0.017,-0.03,0.976,6.933,6.41,1.082,0.279,-0.442,0.809,-0.547,0.585,0.109,0.035,3.088,0.002,-0.01,0.008,-1.168,0.243,2.092,2.093,1.0,0.317,0.2,0.367,0.544,0.586,0.119,0.639,0.187,0.852,0.018,0.1,0.181,0.857,-35.085,26.57,-1.32,0.187,-4.628,4.988,-0.928,0.354,-0.417,0.53,-0.785,0.432,-0.23,0.086,-2.658,0.008,-21.398,23.358,-0.916,0.36,-2.296,4.565,-0.503,0.615,-1.566,0.814,-1.923,0.054,-0.068,0.186,-0.366,0.714,38.772,53.754,0.721,0.471,-5.171,13.137,-0.394,0.694,grip,pef,pef,pef,pulmonary,2,0.1479745441762628,0.1490689992303991,1.7320252543654258,0.8814991875650957,-0.019617842353822218,0.3177558408146204,-0.01961532603529986,0.3074763332086161,0.10242272653847181,0.10278315016829007,1.1942322866175703,0.23238711676305432,-0.06590369141593125,0.2714699917525114,-0.06580844379628961,0.26499213480934486,0.1397683546196331,0.14068930748379097,1.6346620346225307,0.10211991540226924,-0.02799753410043035,0.30937614906801225,-0.027990220993169973,0.2998694502095437
Mplus VERSION 7.31,0.1,10/07/2016,10:28 AM,b1_male_aehplus_pef_gait.out, octomult_151015.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/octo/physical/b1_male_aehplus_pef_gait.out,octo,b1,male,aehplus,132,5,NA,41,-3030.664,6143.328,6261.523,6131.839,6181.59466666667,TRUE,TRUE,NA,0,-70.866,37.274,-1.901,0.057,-1.34,1.952,-0.686,0.493,8.509,9.301,0.915,0.36,2.546,9.41,0.271,0.787,-6.484,18.411,-0.352,0.725,8329.506,1906.203,4.37,0.0,36.142,47.751,0.757,0.449,-268.956,248.209,-1.084,0.279,3319.166,395.914,8.384,0,4.248,1.683,2.524,0.012,0.079,0.088,0.896,0.37,0.01,0.251,0.04,0.968,6.104,0.698,8.746,0.0,443.447,31.422,14.113,0.0,-7.542,7.098,-1.062,0.288,9.168,1.379,6.651,0.0,0.184,0.296,0.624,0.533,-0.377,0.201,-1.871,0.061,-0.792,1.101,-0.719,0.472,-0.046,0.129,-0.353,0.724,-11.398,4.377,-2.604,0.009,0.166,1.027,0.161,0.872,0.27,0.167,1.614,0.107,-0.006,0.047,-0.128,0.898,7.045,7.474,0.943,0.346,-0.579,0.969,-0.597,0.55,-0.087,0.106,-0.821,0.412,0.007,0.038,0.181,0.856,2.132,1.977,1.079,0.281,0.224,0.354,0.633,0.527,-0.057,0.058,-0.982,0.326,0.007,0.015,0.466,0.641,-38.37,27.868,-1.377,0.169,-4.058,5.582,-0.727,0.467,1.057,0.917,1.153,0.249,-0.096,0.219,-0.439,0.661,-19.934,25.026,-0.797,0.426,-2.701,5.302,-0.509,0.611,1.237,0.774,1.598,0.11,0.248,0.187,1.328,0.184,39.273,63.42,0.619,0.536,-5.698,23.171,-0.246,0.806,1.25,1.197,1.044,0.296,0.114,0.681,0.168,0.867,pef,gait,gait,gait,gait,2,-0.3767350638626347,-0.3962491961039595,-4.500525733542849,0.6919212018931016,-0.5688144027593466,-0.22368398944857235,-0.5144880377587173,-0.2200265308513467,-0.7930218653571277,-1.0795222552171118,-12.261015889259177,1.466497542162379e-34,-1.2520874618724989,-0.9069570485617247,-0.8488679597604314,-0.7196685264899796,-0.04555344823779596,-0.04558499710057603,-0.5177460409554849,0.6046354704623997,-0.21815020375596317,0.1269802095548111,-0.21475427941996128,0.12630210751602447
Mplus VERSION 7.3 (Mac),0.1,10/26/2015, 1:56 PM,b1_female_aehplus_gait_fev.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical/b1_female_aehplus_gait_fev.out,satsa,b1,female,aehplus,366,7,NA,41,-3533.04,7148.081,7308.089,7178.012,7158.71062962963,TRUE,TRUE,NA,0,-0.241,0.157,-1.539,0.124,-0.001,0.001,-0.947,0.344,0.009,0.014,0.631,0.528,0.013,0.02,0.629,0.529,-0.03,0.041,-0.735,0.462,4.879,1.108,4.405,0.0,0.088,0.011,8.06,0.0,-0.503,0.127,-3.948,0.0,8.545,0.206,41.403,0,0.084,0.013,6.462,0.0,0.0,0.0,2.494,0.013,0.0,0.001,-0.345,0.73,0.058,0.002,34.237,0.0,10.772,0.498,21.652,0.0,0.12,0.063,1.906,0.057,1.85,0.045,41.319,0.0,-0.03,0.004,-7.223,0.0,-0.377,0.232,-1.619,0.105,-0.375,0.362,-1.034,0.301,-0.042,0.058,-0.735,0.462,0.145,0.046,3.177,0.001,0.006,0.006,0.907,0.365,-0.034,0.003,-10.287,0.0,0.0,0.0,1.393,0.164,-0.372,0.481,-0.774,0.439,-0.002,0.056,-0.035,0.972,0.045,0.038,1.19,0.234,0.0,0.003,0.07,0.945,-0.01,0.051,-0.188,0.851,0.0,0.006,0.069,0.945,0.02,0.004,4.666,0.0,0.0,0.0,-0.269,0.788,-0.041,0.687,-0.059,0.953,0.072,0.082,0.873,0.383,-0.114,0.052,-2.182,0.029,0.002,0.004,0.465,0.642,0.223,0.95,0.235,0.814,-0.001,0.126,-0.004,0.997,-0.184,0.073,-2.506,0.012,0.002,0.008,0.26,0.795,2.083,1.611,1.293,0.196,0.183,0.292,0.627,0.531,-0.115,0.264,-0.436,0.663,-0.002,0.021,-0.09,0.928,gait,fev,fev,fev,pulmonary,2,-0.3764540644950271,-0.3959217583799273,-7.543322614696473,0.6921627490383149,-0.4987931887504884,-0.29305032800936626,-0.46116753415613754,-0.28493991163063626,-Inf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.04261389430944491,-0.042639717266177275,-0.8123957239793004,0.41656459905482485,-0.1455111476367383,0.060231713104383765,-0.1444927785989147,0.060158981254146864
Mplus VERSION 7.3 (Mac),0.1,10/26/2015, 1:56 PM,b1_female_aehplus_gait_grip.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical/b1_female_aehplus_gait_grip.out,satsa,b1,female,aehplus,366,7,NA,41,-6914.007,13910.014,14070.022,13939.945,13920.6436296296,TRUE,TRUE,NA,0,-1.058,2.671,-0.396,0.692,-0.001,0.022,-0.053,0.957,-0.045,0.181,-0.246,0.806,-0.066,0.329,-0.2,0.841,-0.077,0.709,-0.108,0.914,4.992,1.168,4.274,0.0,0.089,0.012,7.55,0.0,-0.517,0.134,-3.868,0.0,8.547,0.277,30.817,0,8.259,4.081,2.024,0.043,0.016,0.022,0.748,0.454,0.293,0.264,1.11,0.267,22.484,1.292,17.398,0.0,10.772,0.493,21.831,0.0,0.119,0.062,1.925,0.054,21.73,0.691,31.441,0.0,-0.587,0.063,-9.314,0.0,-0.165,0.421,-0.392,0.695,-0.031,0.587,-0.053,0.957,-0.006,0.051,-0.108,0.914,0.144,0.044,3.3,0.001,0.006,0.006,0.969,0.333,-0.17,0.053,-3.229,0.001,-0.014,0.005,-2.84,0.005,-0.329,0.494,-0.667,0.505,-0.003,0.056,-0.052,0.959,0.768,0.546,1.407,0.16,0.002,0.05,0.037,0.97,-0.014,0.049,-0.281,0.779,0.001,0.006,0.118,0.906,0.172,0.076,2.267,0.023,-0.003,0.007,-0.438,0.662,0.027,0.691,0.04,0.968,0.067,0.082,0.813,0.416,0.646,0.876,0.737,0.461,0.003,0.078,0.034,0.973,0.192,0.923,0.208,0.835,-0.002,0.119,-0.017,0.986,-2.175,1.039,-2.094,0.036,-0.044,0.112,-0.395,0.693,2.082,1.792,1.162,0.245,0.186,0.284,0.654,0.513,-1.844,2.891,-0.638,0.524,-0.389,0.504,-0.772,0.44,gait,grip,grip,grip,grip,2,-0.16477246784485214,-0.16628842951192463,-3.168220094880383,0.8679299711899884,-0.2691598598824857,-0.06341699914136359,-0.2628429104596515,-0.06333212063291946,-0.026499947000159004,-0.026506152786280726,-0.5050100367292374,0.6135517865608371,-0.12937758315684178,0.07636527758428031,-0.12866051905172285,0.07621717770826658,-0.005554527034662624,-0.005554584159902869,-0.10582904177855963,0.9157179941666893,-0.10842601453046391,0.09731684621065817,-0.10800311045724262,0.09701079027995285
Mplus VERSION 7.3 (Mac),0.1,10/26/2015, 1:55 PM,b1_female_aehplus_grip_fev.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical/b1_female_aehplus_grip_fev.out,satsa,b1,female,aehplus,408,7,NA,41,-5084.31,10250.621,10415.083,10284.983,10260.0308360656,TRUE,TRUE,NA,0,0.063,0.116,0.541,0.589,0.0,0.001,0.075,0.94,0.013,0.009,1.463,0.144,0.012,0.008,1.456,0.145,0.17,0.044,3.868,0.0,13.674,2.392,5.716,0.0,0.018,0.011,1.651,0.099,0.097,0.137,0.708,0.479,21.6,1.056,20.451,0,0.086,0.01,8.29,0.0,0.0,0.0,4.645,0.0,-0.001,0.001,-1.259,0.208,0.057,0.001,38.306,0.0,21.51,0.451,47.72,0.0,-0.575,0.042,-13.553,0.0,1.802,0.035,50.961,0.0,-0.026,0.003,-8.205,0.0,0.058,0.106,0.545,0.585,0.027,0.355,0.076,0.94,0.153,0.039,3.932,0.0,-0.19,0.035,-5.438,0.0,-0.013,0.003,-4.012,0.0,-0.032,0.003,-12.276,0.0,0.0,0.0,1.359,0.174,0.301,0.39,0.772,0.44,0.023,0.034,0.689,0.491,0.043,0.033,1.309,0.19,0.0,0.002,-0.056,0.955,0.153,0.053,2.905,0.004,0.0,0.004,-0.089,0.929,0.016,0.003,4.768,0.0,0.0,0.0,0.624,0.533,0.255,0.632,0.403,0.687,0.022,0.055,0.401,0.688,-0.057,0.044,-1.302,0.193,-0.002,0.004,-0.655,0.513,-2.234,0.827,-2.702,0.007,0.011,0.072,0.155,0.877,-0.123,0.064,-1.921,0.055,-0.001,0.008,-0.065,0.948,-1.122,1.993,-0.563,0.573,-0.469,0.324,-1.448,0.148,-0.101,0.111,-0.905,0.365,-0.005,0.014,-0.351,0.725,grip,fev,fev,fev,pulmonary,2,0.058095639418887304,0.0581611316911946,1.170470196988456,0.9536202807036749,-0.03923026170620333,0.15555252508859252,-0.039210148787810886,0.1543099368059193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15320911995683126,0.15442505241402812,3.107744231640614,0.001885211441072876,0.0570336590166302,0.25181644581142604,0.05697189895085292,0.24662538727112093
Mplus VERSION 7.3 (Mac),0.1,10/26/2015, 1:57 PM,b1_male_aehplus_gait_fev.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical/b1_male_aehplus_gait_fev.out,satsa,b1,male,aehplus,265,7,NA,41,-2582.854,5247.708,5394.477,5264.485,5263.15194618834,TRUE,TRUE,NA,0,-0.061,0.202,-0.3,0.764,-0.001,0.001,-0.84,0.401,0.003,0.012,0.216,0.829,-0.009,0.025,-0.354,0.723,0.037,0.052,0.706,0.48,1.385,1.311,1.057,0.291,0.029,0.016,1.822,0.069,-0.136,0.138,-0.984,0.325,5.039,0.522,9.657,0,0.247,0.042,5.912,0.0,0.0,0.0,1.013,0.311,0.003,0.002,1.168,0.243,0.103,0.005,20.617,0.0,9.569,0.439,21.778,0.0,0.162,0.06,2.707,0.007,2.685,0.096,28.019,0.0,-0.057,0.008,-6.919,0.0,-0.104,0.34,-0.305,0.76,-0.552,0.622,-0.888,0.375,0.051,0.073,0.702,0.482,0.096,0.035,2.735,0.006,0.004,0.004,0.956,0.339,-0.034,0.007,-4.814,0.0,-0.001,0.0,-1.75,0.08,-0.311,0.294,-1.057,0.291,-0.004,0.038,-0.116,0.907,0.027,0.053,0.503,0.615,0.001,0.003,0.48,0.631,0.004,0.044,0.083,0.934,-0.003,0.006,-0.553,0.58,0.038,0.008,4.863,0.0,0.0,0.001,-0.795,0.426,-0.491,0.468,-1.049,0.294,0.006,0.063,0.097,0.923,-0.115,0.097,-1.19,0.234,0.003,0.007,0.384,0.701,0.694,0.639,1.086,0.278,-0.064,0.093,-0.689,0.491,-0.247,0.15,-1.652,0.099,0.002,0.009,0.24,0.81,-0.144,2.576,-0.056,0.956,-0.01,0.391,-0.026,0.979,-0.704,0.559,-1.26,0.208,0.029,0.089,0.324,0.746,gait,fev,fev,fev,pulmonary,2,-0.1042933149518009,-0.10467393821948305,-1.694295704917696,0.9166345426210323,-0.22576091756711902,0.016413041128152936,-0.22200200581068785,0.01641156746194948,-Inf,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0513583346168319,0.05140356180757606,0.8320393353828812,0.4053867420111724,-0.06968341754005992,0.17249054115521206,-0.06957084709745241,0.17079995536830772
Mplus VERSION 7.3 (Mac),0.1,10/26/2015, 1:56 PM,b1_male_aehplus_gait_grip.out, satsa.dat,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/satsa/physical/b1_male_aehplus_gait_grip.out,satsa,b1,male,aehplus,265,7,NA,41,-4966.384,10014.769,10161.538,10031.546,10030.2129461883,TRUE,TRUE,NA,0,-2.814,2.503,-1.124,0.261,-0.017,0.02,-0.854,0.393,-0.073,0.174,-0.42,0.675,0.079,0.277,0.284,0.776,-0.317,0.969,-0.327,0.744,1.425,1.369,1.041,0.298,0.028,0.016,1.728,0.084,-0.124,0.139,-0.893,0.372,4.978,0.548,9.082,0,21.489,7.246,2.965,0.003,0.06,0.053,1.148,0.251,0.715,0.543,1.317,0.188,34.419,2.65,12.988,0.0,9.611,0.433,22.19,0.0,0.154,0.058,2.668,0.008,37.992,1.204,31.562,0.0,-1.015,0.118,-8.601,0.0,-0.508,0.487,-1.044,0.296,-0.416,0.461,-0.901,0.368,-0.024,0.074,-0.328,0.743,0.098,0.036,2.747,0.006,0.005,0.005,0.95,0.342,-0.311,0.075,-4.161,0.0,-0.029,0.008,-3.539,0.0,-0.352,0.314,-1.121,0.262,0.001,0.04,0.032,0.975,0.696,0.659,1.056,0.291,-0.021,0.059,-0.353,0.724,0.002,0.042,0.049,0.961,-0.003,0.005,-0.561,0.575,0.411,0.098,4.205,0.0,-0.005,0.008,-0.648,0.517,-0.528,0.482,-1.094,0.274,0.011,0.061,0.186,0.853,2.559,1.223,2.092,0.036,-0.044,0.11,-0.405,0.685,0.589,0.64,0.92,0.358,-0.047,0.096,-0.485,0.628,-0.271,1.646,-0.164,0.869,-0.003,0.143,-0.021,0.983,-0.194,7.134,-0.027,0.978,-0.001,1.273,-0.001,0.999,-0.337,8.688,-0.039,0.969,-0.685,3.57,-0.192,0.848,gait,grip,grip,grip,grip,2,-0.5085206084861887,-0.5607323555757338,-9.076246082078864,0.5749800065930588,-0.6818193349233698,-0.43964537622809774,-0.5927008810219412,-0.41335045204162524,-0.4147575310031267,-0.4413436004674481,-7.143770258237275,9.080512333729465e-13,-0.562430579815084,-0.3202566211198121,-0.5097785958848168,-0.3097389409982925,-0.02421768867549033,-0.024222424871695767,-0.39207419841940094,0.6950033910687716,-0.14530940421933175,0.09686455447594022,-0.14429524145785455,0.09656273547618016
